Índice;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Código territorial;Nível territorial;Designação;Agregados Fiscais;Rendimento bruto declarado;Rendimento bruto deduzido do IRS liquidado ;Rendimento bruto declarado médio por agregado fiscal;Percentis do rendimento bruto declarado;;;;;;;;;;;Percentis do rendimento bruto declarado deduzido do IRS liquidado;;;;;;;;;;;Coeficiente de Gini do rendimento bruto declarado deduzido do IRS liquidado;Desigualdade na distribuição do rendimento bruto declarado deduzido do IRS liquidado;;;;;;;;;
;;;;;;;10;20;25;30;40;50;60;70;75;80;90;10;20;25;30;40;50;60;70;75;80;90;;P80/P20;P90/P10;;;;;;;;
;;;Nº;Milhares €;;€;;;;;;;;;;;;€;€;€;€;€;€;€;€;€;€;€;;Nº;Nº;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;;;;;;;;
1414;Município;Rio Maior;11 025;179 191;162 341;16 253;4 579;7 147;8 149;8 890;9 940;11 563;13 964;17 384;19 737;22 833;32 058;4 553;7 114;8 118;8 865;9 627;11 096;13 234;16 326;18 438;21 201;28 830;38,2;3,0;6,3;;;;;;;;
1415;Município;Salvaterra de Magos;11 001;183 846;166 493;16 712;4 838;7 341;8 196;8 890;10 278;12 150;14 638;17 958;20 281;23 447;33 259;4 803;7 313;8 174;8 890;9 919;11 684;13 981;16 946;18 952;21 586;29 465;37,9;3,0;6,1;;;;;;;;
1416;Município;Santarém;30 376;583 702;513 779;19 216;5 112;7 745;8 727;9 175;10 756;12 903;15 917;20 551;23 524;27 028;39 714;5 074;7 711;8 683;9 144;10 360;12 292;14 974;19 005;21 509;24 401;33 775;40,3;3,2;6,7;;;;;;;;
1A;NUTS 2;Grande Lisboa;1 112 587;25 974 667;21 715 529;23 346;4 693;7 808;8 890;9 490;11 619;14 478;18 486;24 205;27 920;32 783;49 696;4 630;7 735;8 837;9 315;11 083;13 569;16 969;21 614;24 500;28 114;40 217;44,3;3,6;8,7;;;;;;;;
1A0;NUTS 3;Grande Lisboa;1 112 587;25 974 667;21 715 529;23 346;4 693;7 808;8 890;9 490;11 619;14 478;18 486;24 205;27 920;32 783;49 696;4 630;7 735;8 837;9 315;11 083;13 569;16 969;21 614;24 500;28 114;40 217;44,3;3,6;8,7;;;;;;;;
1115;Município;Amadora;92 683;1 727 226;1 518 212;18 636;4 398;7 411;8 406;9 000;10 608;12 757;15 806;20 237;23 187;26 798;39 106;4 385;7 367;8 373;8 976;10 234;12 104;14 761;18 494;20 899;23 760;33 099;40,6;3,2;7,5;;;;;;;;
1105;Município;Cascais;111 162;2 847 313;2 324 009;25 614;4 599;7 750;8 890;9 547;11 905;15 193;19 763;26 177;30 582;36 221;55 387;4 508;7 640;8 837;9 315;11 288;14 093;17 931;23 030;26 278;30 378;44 089;46,2;4,0;9,8;;;;;;;;
1106;Município;Lisboa;316 712;8 890 843;7 077 793;28 072;4 388;7 620;8 815;9 586;12 160;15 794;20 936;28 278;33 460;40 114;63 240;4 310;7 597;8 729;9 322;11 500;14 531;18 595;24 157;27 845;32 549;48 599;48,3;4,3;11,3;;;;;;;;
1107;Município;Loures;105 704;2 119 742;1 847 233;20 054;4 862;7 896;8 861;9 368;11 189;13 553;16 835;21 508;24 545;28 434;41 827;4 819;7 846;8 823;9 315;10 726;12 804;15 634;19 674;22 177;25 225;35 013;40,9;3,2;7,3;;;;;;;;
1109;Município;Mafra;41 821;916 375;790 382;21 912;5 039;8 066;8 890;9 498;11 498;14 376;18 335;23 920;27 459;31 958;47 206;4 978;7 988;8 890;9 316;11 018;13 562;17 070;21 698;24 569;28 014;39 118;42,1;3,5;7,9;;;;;;;;
1116;Município;Odivelas;80 077;1 580 105;1 385 289;19 732;4 587;7 620;8 655;9 186;11 069;13 570;17 116;22 088;25 150;28 913;41 727;4 549;7 620;8 613;9 148;10 618;12 806;15 892;20 039;22 603;25 639;35 164;40,7;3,4;7,7;;;;;;;;
1110;Município;Oeiras;91 970;2 642 825;2 148 147;28 736;5 651;8 890;9 844;11 164;14 254;18 456;23 986;31 242;36 050;41 945;62 651;5 593;8 890;9 490;10 665;13 311;16 801;21 178;26 661;30 127;34 416;49 012;44,0;3,9;8,8;;;;;;;;
1111;Município;Sintra;201 407;3 825 264;3 362 209;18 993;4 575;7 667;8 721;9 184;10 917;13 069;16 192;20 671;23 537;26 981;38 664;4 537;7 620;8 684;9 151;10 484;12 374;15 065;18 899;21 378;24 163;32 999;40,3;3,2;7,3;;;;;;;;
1114;Município;Vila Franca de Xira;71 051;1 424 975;1 262 253;20 056;5 511;8 624;9 234;10 078;12 117;14 826;18 185;22 905;25 724;29 110;40 446;5 480;8 585;9 208;9 732;11 558;13 900;16 918;20 912;23 293;26 056;34 571;37,9;3,0;6,3;;;;;;;;
1B;NUTS 2;Península de Setúbal;414 732;8 413 155;7 329 838;20 286;4 820;7 940;8 890;9 509;11 468;13 993;17 489;22 292;25 320;29 020;41 882;4 792;7 890;8 890;9 315;10 979;13 197;16 227;20 274;22 668;25 611;35 200;40,5;3,2;7,3;;;;;;;;
1B0;NUTS 3;Península de Setúbal;414 732;8 413 155;7 329 838;20 286;4 820;7 940;8 890;9 509;11 468;13 993;17 489;22 292;25 320;29 020;41 882;4 792;7 890;8 890;9 315;10 979;13 197;16 227;20 274;22 668;25 611;35 200;40,5;3,2;7,3;;;;;;;;
1502;Município;Alcochete;9 226;231 454;194 474;25 087;5 513;8 672;9 247;10 122;12 372;15 569;19 982;26 089;30 380;35 858;54 171;5 484;8 644;9 207;9 774;11 745;14 673;18 344;23 322;26 457;30 873;44 314;43,8;3,6;8,1;;;;;;;;
1503;Município;Almada;93 595;1 980 153;1 699 718;21 157;4 665;7 770;8 832;9 405;11 432;14 077;17 706;22 796;26 087;30 379;44 820;4 627;7 727;8 793;9 316;10 950;13 228;16 329;20 560;23 096;26 414;36 816;42,0;3,4;8,0;;;;;;;;
1504;Município;Barreiro;41 893;806 766;712 797;19 258;5 214;8 292;9 031;9 749;11 663;13 965;17 166;21 418;24 145;27 331;38 917;5 189;8 255;9 019;9 430;11 136;13 193;15 923;19 565;21 758;24 342;33 094;38,2;2,9;6,4;;;;;;;;
1506;Município;Moita;33 368;566 062;512 050;16 964;4 688;7 694;8 706;9 197;10 761;12 634;15 321;19 161;21 552;24 452;33 506;4 650;7 670;8 678;9 170;10 338;12 016;14 417;17 768;19 814;22 178;29 518;37,1;2,9;6,3;;;;;;;;
1507;Município;Montijo;27 810;548 258;480 613;19 714;4 550;7 586;8 607;9 128;10 889;13 259;16 876;21 713;24 833;28 695;41 770;4 520;7 546;8 558;9 094;10 472;12 613;15 697;19 903;22 400;25 245;35 166;41,2;3,3;7,8;;;;;;;;
1508;Município;Palmela;33 306;686 209;598 081;20 603;4 952;7 826;8 890;9 457;11 387;13 993;17 541;22 490;25 655;29 472;42 786;4 923;7 783;8 858;9 315;10 923;13 230;16 339;20 534;23 074;26 114;36 033;41,1;3,4;7,3;;;;;;;;
1510;Município;Seixal;85 310;1 734 196;1 514 240;20 328;4 964;8 128;8 928;9 686;11 761;14 321;17 870;22 689;25 648;29 170;41 363;4 932;8 075;8 894;9 363;11 220;13 488;16 562;20 630;22 977;25 837;35 000;39,8;3,2;7,1;;;;;;;;
1511;Município;Sesimbra;26 575;536 330;471 154;20 182;5 011;8 146;8 930;9 715;11 803;14 493;18 161;23 013;25 898;29 523;40 717;4 965;8 096;8 890;9 407;11 302;13 707;16 893;20 984;23 307;26 254;34 658;39,1;3,2;7,0;;;;;;;;
1512;Município;Setúbal;63 649;1 323 726;1 146 711;20 797;4 696;7 869;8 890;9 521;11 558;14 191;17 799;22 831;26 022;29 939;43 387;4 659;7 822;8 870;9 315;11 054;13 362;16 554;20 737;23 175;26 285;36 164;41,2;3,4;7,8;;;;;;;;
1C;NUTS 2;  Alentejo;244 226;4 250 741;3 803 246;17 405;4 953;7 620;8 510;9 021;10 301;12 116;14 692;18 499;21 194;24 393;35 069;4 932;7 594;8 471;9 000;9 930;11 584;13 927;17 386;19 632;22 271;30 427;38,6;2,9;6,2;;;;;;;;
1C1;NUTS 3;   Alentejo Litoral;53 612;910 550;807 610;16 984;4 083;6 606;7 594;8 453;9 539;11 195;13 533;17 390;20 126;23 644;35 351;4 050;6 579;7 559;8 423;9 316;10 716;12 820;16 228;18 582;21 604;30 521;41,4;3,3;7,5;;;;;;;;
1501;Município;Alcácer do Sal;5 867;94 992;86 054;16 191;5 202;7 722;8 557;9 030;10 114;11 661;13 695;16 857;19 121;22 275;31 286;5 185;7 663;8 532;9 006;9 785;11 176;13 110;15 942;17 854;20 603;28 008;36,7;2,7;5,4;;;;;;;;
1505;Município;Grândola;6 666;116 601;103 301;17 492;4 792;7 461;8 382;8 895;10 180;11 943;14 401;18 248;20 993;24 045;33 816;4 792;7 398;8 319;8 890;9 811;11 420;13 621;17 133;19 236;21 905;29 484;39,4;3,0;6,2;;;;;;;;
0211;Município;Odemira;19 024;237 714;217 685;12 495;3 131;5 017;5 905;6 695;8 119;9 183;10 428;12 310;13 911;16 283;24 407;3 105;4 998;5 877;6 675;8 082;9 157;9 929;11 667;13 062;15 240;22 377;39,8;3,0;7,2;;;;;;;;
1509;Município;Santiago do Cacém;14 459;302 289;262 658;20 907;5 222;7 995;8 890;9 386;11 234;13 719;17 313;22 609;25 994;30 359;46 330;5 195;7 958;8 869;9 315;10 797;12 947;16 041;20 577;23 288;26 749;38 209;41,1;3,4;7,4;;;;;;;;
1513;Município;Sines;7 596;158 954;137 912;20 926;4 941;7 923;8 890;9 491;11 455;14 064;17 558;22 858;26 071;30 296;45 101;4 925;7 914;8 890;9 316;10 962;13 277;16 333;20 742;23 271;26 639;37 345;41,1;3,4;7,6;;;;;;;;
1C2;NUTS 3;   Baixo Alentejo;56 665;981 636;879 005;17 323;4 886;7 620;8 505;9 012;10 282;12 074;14 696;18 577;21 208;24 432;35 494;4 849;7 583;8 458;8 991;9 894;11 533;13 900;17 381;19 600;22 237;30 689;38,5;2,9;6,3;;;;;;;;
0201;Município;Aljustrel;4 459;81 927;73 268;18 373;5 862;8 295;8 966;9 481;11 027;13 085;16 196;20 366;23 145;26 834;37 935;5 859;8 246;8 937;9 315;10 593;12 372;15 102;18 726;21 190;24 201;32 368;36,7;2,9;5,5;;;;;;;;
0202;Município;Almodôvar;3 558;61 099;54 790;17 172;4 892;6 854;7 760;8 652;9 822;11 525;14 201;18 659;21 509;25 510;37 867;4 828;6 854;7 735;8 622;9 585;11 124;13 427;17 268;19 782;22 946;32 119;39,4;3,3;6,7;;;;;;;;
0203;Município;Alvito;1 034;17 190;15 604;16 624;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;;;;;;;;
0204;Município;Barrancos;700;10 654;9 829;15 219;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;;;;;;;;
0205;Município;Beja;16 967;337 177;295 830;19 873;5 335;8 262;8 933;9 518;11 233;13 597;17 006;22 085;24 922;28 579;41 619;5 292;8 211;8 912;9 315;10 789;12 840;15 890;20 065;22 495;25 453;34 947;39,4;3,1;6,6;;;;;;;;
0206;Município;Castro Verde;3 268;70 136;61 137;21 461;6 364;8 840;9 278;9 997;11 805;14 689;18 309;23 761;26 840;31 523;46 279;6 329;8 805;9 237;9 587;11 297;13 902;17 095;21 590;24 267;27 626;38 041;39,1;3,1;6,0;;;;;;;;
0207;Município;Cuba;2 244;36 229;32 741;16 145;3 949;6 720;7 662;8 618;9 747;11 312;13 685;16 868;19 428;22 267;32 797;3 949;6 720;7 641;8 595;9 424;10 920;13 191;15 961;18 044;20 727;29 615;39,7;3,1;7,5;;;;;;;;
0208;Município;Ferreira do Alentejo;3 899;57 552;52 528;14 761;4 082;6 490;7 442;8 137;9 249;10 808;12 944;15 668;17 649;20 272;28 522;4 041;6 452;7 442;8 102;9 219;10 414;12 257;14 828;16 594;18 871;25 741;37,9;2,9;6,4;;;;;;;;
0209;Município;Mértola;3 119;45 263;41 756;14 512;4 843;7 354;8 096;8 818;9 595;10 969;12 890;15 634;17 694;20 188;27 321;4 827;7 321;8 054;8 793;9 357;10 564;12 354;14 841;16 708;18 709;24 710;34,7;2,6;5,1;;;;;;;;
0210;Município;Moura;5 862;89 248;81 447;15 225;4 253;7 066;7 985;8 781;9 678;11 095;13 101;16 017;18 268;21 040;29 767;4 217;7 013;7 922;8 758;9 370;10 665;12 522;15 121;17 263;19 664;26 426;37,4;2,8;6,3;;;;;;;;
0212;Município;Ourique;2 483;38 056;34 604;15 327;4 389;6 863;7 843;8 722;9 756;11 362;13 449;16 669;18 585;21 513;30 940;4 352;6 820;7 787;8 678;9 426;10 833;12 767;15 770;17 502;19 660;26 930;37,2;2,9;6,2;;;;;;;;
0213;Município;Serpa;6 504;96 904;88 768;14 899;4 444;7 032;7 930;8 693;9 575;10 964;12 882;15 946;18 076;20 630;28 902;4 402;6 996;7 917;8 643;9 315;10 580;12 276;15 006;17 031;19 158;25 648;36,6;2,7;5,8;;;;;;;;
0214;Município;Vidigueira;2 568;40 201;36 703;15 655;4 792;7 536;8 366;8 942;9 915;11 279;13 532;16 647;18 830;21 879;30 801;4 786;7 499;8 336;8 911;9 638;10 884;13 025;15 668;17 851;20 063;27 468;36,4;2,7;5,7;;;;;;;;
1C3;NUTS 3;   Alto Alentejo;55 252;923 986;835 127;16 723;5 053;7 608;8 481;9 010;10 209;11 937;14 308;17 926;20 488;23 510;33 125;5 036;7 593;8 440;8 991;9 875;11 453;13 628;16 903;19 077;21 617;29 165;37,6;2,8;5,8;;;;;;;;
1201;Município;Alter do Chão;1 627;25 796;23 549;15 855;5 612;8 124;8 885;9 242;10 442;11 943;14 317;17 331;19 223;21 425;29 516;5 606;8 102;8 869;9 229;10 009;11 512;13 818;16 277;17 897;20 191;26 012;34,5;2,5;4,6;;;;;;;;
1202;Município;Arronches;1 482;23 476;21 454;15 841;5 596;7 641;8 524;9 031;10 119;11 477;13 709;17 468;19 879;22 209;30 800;5 596;7 620;8 510;9 031;9 799;10 998;12 998;16 472;18 407;20 558;27 084;35,5;2,7;4,8;;;;;;;;
1203;Município;Avis;2 051;30 376;27 940;14 810;4 991;7 456;8 195;8 812;9 836;11 344;13 298;15 768;17 667;20 232;27 913;4 981;7 393;8 113;8 792;9 447;10 960;12 585;14 971;16 759;18 769;25 402;34,9;2,5;5,1;;;;;;;;
1204;Município;Campo Maior;3 971;72 646;65 275;18 294;5 635;8 502;9 133;9 760;11 454;13 279;15 896;20 179;22 646;25 585;34 308;5 610;8 491;9 113;9 418;10 948;12 582;15 000;18 769;20 999;23 464;30 478;37,0;2,8;5,4;;;;;;;;
1205;Município;Castelo de Vide;1 666;29 421;26 360;17 660;5 493;7 833;8 708;9 075;10 494;12 275;15 016;19 033;21 760;24 464;33 530;5 444;7 738;8 677;9 031;10 189;11 746;14 274;18 074;20 155;22 458;29 177;37,7;2,9;5,4;;;;;;;;
1206;Município;Crato;1 676;26 212;24 101;15 639;5 452;7 802;8 668;9 063;10 250;11 832;14 099;17 210;19 323;22 227;30 517;5 452;7 790;8 638;9 048;9 958;11 427;13 586;16 207;18 338;20 636;27 026;34,4;2,6;5,0;;;;;;;;
1207;Município;Elvas;10 567;180 324;161 619;17 065;4 820;7 620;8 514;9 018;10 245;12 022;14 351;18 295;21 045;24 139;33 541;4 796;7 575;8 452;8 983;9 887;11 461;13 663;17 112;19 484;21 932;29 562;38,4;2,9;6,2;;;;;;;;
1208;Município;Fronteira;1 556;25 534;23 288;16 410;5 625;7 743;8 494;8 939;9 876;11 305;13 895;17 215;19 904;23 166;32 212;5 590;7 743;8 488;8 927;9 616;10 932;13 452;16 367;18 706;21 384;28 440;36,7;2,8;5,1;;;;;;;;
1209;Município;Gavião;1 790;27 161;25 204;15 174;5 930;7 994;8 661;9 046;10 004;11 639;13 571;16 145;18 074;20 635;28 211;5 861;7 986;8 624;9 032;9 798;11 145;12 983;15 296;17 135;19 486;25 797;33,7;2,4;4,4;;;;;;;;
1210;Município;Marvão;1 623;23 585;21 803;14 532;4 386;6 953;7 782;8 611;9 538;10 896;12 973;16 638;18 263;20 710;27 837;4 294;6 917;7 765;8 572;9 323;10 530;12 506;15 717;17 486;19 470;25 176;35,7;2,8;5,9;;;;;;;;
1211;Município;Monforte;1 390;21 116;19 378;15 191;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;;;;;;;;
1212;Município;Nisa;3 280;51 877;47 480;15 816;5 260;7 556;8 423;8 967;10 108;11 708;13 976;17 256;19 671;22 373;31 686;5 253;7 530;8 369;8 944;9 833;11 253;13 259;16 265;18 217;20 713;27 750;35,9;2,8;5,3;;;;;;;;
1213;Município;Ponte de Sor;8 244;120 325;110 203;14 595;4 160;6 531;7 392;8 181;9 317;10 722;12 552;15 399;17 358;19 952;28 992;4 144;6 511;7 354;8 163;9 285;10 399;12 002;14 627;16 446;18 629;25 755;37,8;2,9;6,2;;;;;;;;
1214;Município;Portalegre;12 040;232 954;206 788;19 348;5 673;8 271;8 964;9 539;11 087;13 407;16 626;21 367;24 286;27 771;39 842;5 668;8 255;8 937;9 319;10 710;12 784;15 646;19 742;22 213;24 959;33 861;38,5;3,0;6,0;;;;;;;;
1215;Município;Sousel;2 289;33 184;30 684;14 497;4 792;6 926;7 620;8 364;9 450;10 829;12 627;15 444;17 359;20 239;29 091;4 792;6 914;7 620;8 348;9 315;10 484;12 133;14 485;16 709;18 914;26 116;36,1;2,7;5,5;;;;;;;;
1C4;NUTS 3;   Alentejo Central;78 697;1 434 569;1 281 503;18 229;5 773;8 302;8 890;9 415;11 000;12 922;15 666;19 620;22 247;25 415;35 986;5 735;8 255;8 890;9 315;10 574;12 331;14 851;18 300;20 618;23 104;31 062;37,3;2,8;5,4;;;;;;;;
0701;Município;Alandroal;2 717;38 360;35 742;14 119;5 484;7 656;8 320;8 888;9 777;11 197;12 898;15 342;17 186;19 423;25 528;5 442;7 620;8 286;8 875;9 436;10 818;12 395;14 653;16 213;18 351;23 328;32,0;2,4;4,3;;;;;;;;
0702;Município;Arraiolos;3 442;57 542;52 564;16 718;6 044;8 319;8 890;9 268;10 706;12 441;14 832;18 347;20 679;23 559;31 929;5 973;8 270;8 890;9 252;10 293;11 901;14 191;17 474;19 230;21 852;28 412;34,5;2,6;4,8;;;;;;;;
0703;Município;Borba;3 238;52 499;48 236;16 213;5 748;8 160;8 861;9 240;10 713;12 609;14 662;17 468;19 527;21 757;30 800;5 702;8 129;8 822;9 225;10 354;12 105;14 107;16 672;18 506;20 674;27 789;34,4;2,5;4,9;;;;;;;;
0704;Município;Estremoz;6 541;112 796;102 113;17 245;5 974;8 264;8 890;9 439;10 825;12 548;15 221;18 790;21 458;24 484;33 635;5 942;8 234;8 890;9 315;10 383;12 080;14 497;17 702;19 967;22 355;29 344;35,5;2,7;4,9;;;;;;;;
0705;Município;Évora;28 202;602 176;523 011;21 352;6 005;8 773;9 252;10 060;12 066;14 789;18 520;23 622;26 688;30 560;44 177;5 964;8 737;9 222;9 719;11 498;13 831;17 187;21 467;23 863;26 793;36 221;39,1;3,1;6,1;;;;;;;;
0706;Município;Montemor-o-Novo;7 820;136 332;122 805;17 434;5 878;8 325;8 890;9 256;10 760;12 567;15 162;18 479;20 922;23 899;33 581;5 870;8 300;8 890;9 240;10 409;12 059;14 402;17 512;19 447;21 888;29 332;36,1;2,6;5,0;;;;;;;;
0707;Município;Mora;2 282;36 185;33 119;15 857;5 810;7 847;8 572;9 063;10 201;11 762;14 198;16 809;18 385;20 920;28 891;5 798;7 829;8 570;9 031;9 858;11 399;13 616;15 990;17 553;19 685;26 226;34,7;2,5;4,5;;;;;;;;
0708;Município;Mourão;1 155;17 582;16 198;15 222;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;;;;;;;;
0709;Município;Portel;2 793;39 351;36 750;14 089;5 254;7 354;8 096;8 773;9 494;10 918;12 810;15 399;17 403;19 494;26 172;5 245;7 354;8 096;8 758;9 315;10 651;12 288;14 832;16 483;18 435;23 872;32,9;2,5;4,6;;;;;;;;
0710;Município;Redondo;3 219;48 271;44 373;14 996;5 283;7 639;8 436;8 890;9 699;11 068;12 876;15 513;17 383;19 903;28 792;5 273;7 620;8 403;8 890;9 326;10 665;12 319;14 950;16 496;18 693;25 806;35,3;2,5;4,9;;;;;;;;
0711;Município;Reguengos de Monsaraz;5 038;82 951;75 371;16 465;5 071;7 746;8 596;9 031;10 535;12 093;14 355;17 900;20 050;22 936;32 241;5 052;7 735;8 554;9 031;10 116;11 600;13 749;16 747;18 709;21 147;28 640;36,7;2,7;5,7;;;;;;;;
0712;Município;Vendas Novas;5 755;103 130;93 115;17 920;5 445;8 352;8 939;9 541;11 210;13 179;15 758;19 476;21 943;25 153;35 672;5 435;8 332;8 918;9 315;10 764;12 548;14 958;18 134;20 462;23 076;31 288;36,7;2,8;5,8;;;;;;;;
0713;Município;Viana do Alentejo;2 599;41 393;37 994;15 926;5 546;7 943;8 744;9 088;10 416;11 937;14 169;17 466;19 715;22 223;31 491;5 512;7 877;8 700;9 062;10 023;11 504;13 483;16 417;18 403;20 858;28 014;34,7;2,6;5,1;;;;;;;;
0714;Município;Vila Viçosa;3 896;66 000;60 111;16 940;5 859;8 484;8 988;9 486;10 900;12 705;14 894;18 068;20 439;23 006;32 097;5 859;8 449;8 964;9 318;10 450;12 200;14 293;17 209;19 226;21 576;28 321;34,8;2,6;4,8;;;;;;;;
15;NUTS 2;  Algarve;249 645;4 049 723;3 605 026;16 222;3 328;6 125;7 349;8 335;9 468;11 150;13 478;17 161;19 698;22 859;33 383;3 288;6 071;7 287;8 258;9 315;10 686;12 764;16 031;18 227;20 939;28 975;41,5;3,4;8,8;;;;;;;;
150;NUTS 3;  Algarve;249 645;4 049 723;3 605 026;16 222;3 328;6 125;7 349;8 335;9 468;11 150;13 478;17 161;19 698;22 859;33 383;3 288;6 071;7 287;8 258;9 315;10 686;12 764;16 031;18 227;20 939;28 975;41,5;3,4;8,8;;;;;;;;
0801;Município;Albufeira;25 917;368 624;331 426;14 223;2 223;4 552;5 692;6 804;8 731;9 935;11 895;14 889;17 088;20 036;29 479;2 222;4 507;5 650;6 742;8 664;9 577;11 370;14 029;16 008;18 450;26 113;43,8;4,1;11,7;;;;;;;;
0802;Município;Alcoutim;1 324;19 839;18 273;14 984;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;;;;;;;;
0803;Município;Aljezur;2 901;42 650;38 360;14 702;2 864;5 606;6 727;7 636;8 929;10 127;12 130;15 468;17 916;20 529;29 564;2 809;5 518;6 638;7 620;8 890;9 784;11 549;14 476;16 762;18 812;26 385;41,6;3,4;9,4;;;;;;;;
0804;Município;Castro Marim;3 410;52 680;47 682;15 449;3 810;6 440;7 433;8 390;9 367;10 760;13 037;16 966;19 099;22 141;30 124;3 799;6 440;7 390;8 328;9 299;10 406;12 569;15 907;18 010;20 666;27 213;39,4;3,2;7,2;;;;;;;;
0805;Município;Faro;37 338;721 801;623 740;19 332;3 930;6 967;8 190;8 890;10 466;12 640;15 889;20 896;24 059;27 944;41 651;3 868;6 913;8 104;8 890;10 053;11 995;14 773;18 983;21 613;24 570;34 488;42,5;3,6;8,9;;;;;;;;
0806;Município;Lagoa;12 356;192 353;173 215;15 568;3 179;5 859;7 110;8 129;9 323;10 917;13 156;16 715;18 940;21 978;32 052;3 150;5 841;7 025;8 052;9 262;10 537;12 501;15 634;17 771;20 317;28 202;41,1;3,5;9,0;;;;;;;;
0807;Município;Lagos;16 973;268 463;238 883;15 817;3 067;6 032;7 324;8 302;9 385;10 893;12 976;16 426;18 774;22 018;31 881;3 023;5 975;7 261;8 236;9 314;10 446;12 282;15 301;17 564;20 282;27 989;41,6;3,4;9,3;;;;;;;;
0808;Município;Loulé;40 102;650 310;576 927;16 216;3 202;5 962;7 226;8 255;9 401;11 036;13 320;16 800;19 141;22 139;32 527;3 157;5 881;7 133;8 162;9 315;10 571;12 613;15 676;17 846;20 309;28 555;42,3;3,5;9,0;;;;;;;;
0809;Município;Monchique;2 425;33 860;31 189;13 963;3 711;6 473;7 602;8 514;9 183;10 367;12 142;14 658;16 931;19 005;27 576;3 665;6 440;7 531;8 454;9 161;10 041;11 698;13 995;15 803;18 082;24 738;37,1;2,8;6,7;;;;;;;;
0810;Município;Olhão;21 998;354 700;319 089;16 124;3 906;6 829;7 888;8 733;9 750;11 455;13 787;17 476;20 018;23 175;32 822;3 877;6 772;7 832;8 687;9 418;10 963;13 015;16 279;18 522;21 199;28 715;39,2;3,1;7,4;;;;;;;;
0811;Município;Portimão;32 683;534 456;475 591;16 353;3 436;6 171;7 379;8 348;9 559;11 270;13 653;17 361;19 960;23 244;33 838;3 406;6 129;7 318;8 282;9 315;10 799;12 941;16 271;18 474;21 197;29 298;41,2;3,5;8,6;;;;;;;;
0812;Município;São Brás de Alportel;5 638;96 616;85 740;17 137;3 722;6 646;7 797;8 833;9 928;11 843;14 501;18 488;21 204;24 478;36 125;3 676;6 555;7 725;8 754;9 566;11 301;13 608;17 130;19 461;22 326;30 937;40,9;3,4;8,4;;;;;;;;
0813;Município;Silves;19 785;295 945;269 336;14 958;3 484;6 257;7 439;8 365;9 449;11 033;13 033;16 415;18 491;21 356;29 847;3 456;6 231;7 388;8 315;9 315;10 626;12 394;15 362;17 330;19 697;26 703;38,8;3,2;7,7;;;;;;;;
0814;Município;Tavira;13 961;222 454;198 725;15 934;3 626;6 268;7 323;8 155;9 276;10 836;13 142;16 957;19 463;22 517;32 947;3 585;6 244;7 263;8 100;9 232;10 410;12 416;15 902;18 078;20 727;28 421;40,8;3,3;7,9;;;;;;;;
0815;Município;Vila do Bispo;2 877;41 513;37 831;14 429;3 214;5 840;6 851;7 669;9 039;10 346;12 161;15 446;17 662;20 098;28 352;3 161;5 773;6 839;7 647;9 019;9 997;11 626;14 503;16 386;18 575;25 527;40,4;3,2;8,1;;;;;;;;
0816;Município;Vila Real de Santo António;9 957;153 460;139 020;15 412;3 838;6 670;7 676;8 570;9 493;11 134;13 448;16 841;19 134;21 965;30 842;3 753;6 648;7 624;8 511;9 315;10 690;12 776;15 891;17 906;20 313;27 221;38,5;3,1;7,3;;;;;;;;
2;NUTS 1; R. A. Açores;115 540;2 145 511;1 962 129;18 569;4 667;7 416;8 493;9 313;10 268;12 167;15 350;19 760;22 443;25 801;38 704;4 640;7 381;8 462;9 292;10 092;11 838;14 810;18 956;21 330;24 076;34 502;42,0;3,3;7,4;;;;;;;;
20;NUTS 2; R. A. Açores;115 540;2 145 511;1 962 129;18 569;4 667;7 416;8 493;9 313;10 268;12 167;15 350;19 760;22 443;25 801;38 704;4 640;7 381;8 462;9 292;10 092;11 838;14 810;18 956;21 330;24 076;34 502;42,0;3,3;7,4;;;;;;;;
200;NUTS 3; R. A. Açores;115 540;2 145 511;1 962 129;18 569;4 667;7 416;8 493;9 313;10 268;12 167;15 350;19 760;22 443;25 801;38 704;4 640;7 381;8 462;9 292;10 092;11 838;14 810;18 956;21 330;24 076;34 502;42,0;3,3;7,4;;;;;;;;
4101;Município;Vila do Porto;2 737;60 002;53 115;21 922;4 400;7 193;8 417;9 334;10 299;12 567;16 284;21 180;23 949;27 536;45 891;4 397;7 170;8 396;9 315;10 132;12 273;15 776;20 250;22 835;25 661;39 901;47,3;3,6;9,1;;;;;;;;
