Índice;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Código territorial;Nível territorial;Designação;Sujeitos Passivos;Rendimento bruto declarado;Rendimento bruto deduzido do IRS liquidado ;Rendimento bruto declarado médio por sujeito passivo;Percentis do rendimento bruto declarado;;;;;;;;;;;Percentis do rendimento bruto declarado deduzido do IRS liquidado;;;;;;;;;;;Coeficiente de Gini do rendimento bruto declarado deduzido do IRS liquidado;Desigualdade na distribuição do rendimento bruto declarado deduzido do IRS liquidado;;;;;;;;;
;;;;;;;10;20;25;30;40;50;60;70;75;80;90;10;20;25;30;40;50;60;70;75;80;90;;P80/P20;P90/P10;;;;;;;;
;;;Nº;Milhares €;;€;;;;;;;;;;;;€;€;€;€;€;€;€;€;€;€;€;;Nº;Nº;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;;;;;;;;
0509;Município;Sertã;10 111;101 200;93 232;10 009;3 484;4 856;5 361;5 886;7 076;8 388;9 275;10 843;11 878;13 210;18 097;3 444;4 833;5 325;5 859;6 989;8 289;9 183;10 379;11 238;12 280;16 061;32,9;2,5;4,7;;;;;;;;
1418;Município;Tomar;26 332;329 583;294 175;12 516;4 065;5 755;6 453;7 194;8 569;9 691;11 288;13 435;14 985;16 871;23 960;4 053;5 713;6 411;7 098;8 438;9 355;10 751;12 536;13 684;15 231;20 305;34,2;2,7;5,0;;;;;;;;
1419;Município;Torres Novas;24 871;325 600;291 569;13 092;4 841;6 393;7 118;7 778;8 995;10 279;11 904;14 111;15 709;17 748;25 176;4 805;6 349;7 042;7 680;8 890;9 890;11 314;13 105;14 351;15 883;21 248;32,1;2,5;4,4;;;;;;;;
0510;Município;Vila de Rei;2 145;22 943;21 367;10 696;4 478;5 859;6 372;7 004;8 291;9 135;10 287;11 980;12 875;14 230;18 811;4 478;5 856;6 357;6 981;8 234;9 071;9 973;11 302;12 196;13 382;16 705;28,4;2,3;3,7;;;;;;;;
1420;Município;Vila Nova da Barquinha;5 191;70 152;62 901;13 514;5 235;7 199;7 995;8 662;9 662;11 120;12 924;15 545;16 947;18 672;24 902;5 213;7 072;7 857;8 515;9 375;10 596;12 166;14 035;15 151;16 555;21 048;29,2;2,3;4,0;;;;;;;;
16J;NUTS 3;   Beiras e Serra da Estrela;148 934;1 722 453;1 557 588;11 565;4 002;5 475;6 113;6 758;8 088;9 084;10 351;12 186;13 513;15 277;21 907;4 001;5 432;6 071;6 703;7 982;9 011;9 951;11 524;12 613;13 988;18 910;33,5;2,6;4,7;;;;;;;;
0902;Município;Almeida;4 312;48 537;44 190;11 256;4 001;5 487;6 163;6 854;8 285;9 320;10 633;12 268;13 505;15 085;20 777;3 953;5 458;6 077;6 780;8 140;9 120;10 140;11 578;12 555;13 852;17 923;32,0;2,5;4,5;;;;;;;;
0501;Município;Belmonte;4 255;44 233;40 903;10 396;4 099;5 348;6 011;6 597;7 781;8 850;9 598;11 135;12 251;13 666;18 212;4 038;5 287;6 007;6 559;7 711;8 705;9 325;10 657;11 483;12 717;16 130;30,9;2,4;4,0;;;;;;;;
0903;Município;Celorico da Beira;4 413;45 793;42 265;10 377;3 467;4 953;5 562;6 266;7 687;8 930;9 936;11 460;12 505;13 886;18 799;3 437;4 922;5 523;6 251;7 566;8 890;9 570;10 919;11 849;13 035;16 618;32,0;2,6;4,8;;;;;;;;
0503;Município;Covilhã;33 704;413 354;371 140;12 264;4 524;6 014;6 651;7 276;8 521;9 286;10 616;12 498;13 851;15 784;23 310;4 505;5 976;6 613;7 220;8 403;9 190;10 199;11 780;12 870;14 382;19 872;33,0;2,4;4,4;;;;;;;;
0904;Município;Figueira de Castelo Rodrigo;3 744;37 233;34 335;9 945;3 083;4 640;5 234;5 801;6 886;8 115;9 118;10 533;11 563;13 079;19 298;3 063;4 640;5 179;5 722;6 816;7 984;9 031;10 124;10 957;12 213;16 992;34,6;2,6;5,5;;;;;;;;
0905;Município;Fornos de Algodres;2 792;27 321;25 210;9 786;3 324;4 773;5 325;5 901;6 997;8 218;9 038;10 364;11 362;12 665;17 356;3 322;4 731;5 269;5 823;6 962;8 106;9 000;10 003;10 806;11 929;15 653;32,7;2,5;4,7;;;;;;;;
0504;Município;Fundão;18 816;207 815;189 399;11 045;3 785;5 312;5 960;6 633;7 971;9 010;10 168;11 887;13 067;14 690;20 163;3 774;5 265;5 902;6 589;7 848;8 941;9 763;11 258;12 226;13 521;17 595;32,7;2,6;4,7;;;;;;;;
0906;Município;Gouveia;8 434;88 085;80 734;10 444;3 731;5 155;5 684;6 174;7 288;8 470;9 403;10 875;11 963;13 453;18 934;3 716;5 125;5 638;6 146;7 206;8 390;9 268;10 417;11 308;12 610;16 830;33,0;2,5;4,5;;;;;;;;
0907;Município;Guarda;28 414;394 047;347 392;13 868;4 471;6 231;7 057;7 894;9 169;10 614;12 464;15 132;16 960;19 305;27 007;4 445;6 166;6 978;7 798;9 069;10 225;11 790;13 884;15 255;17 055;22 579;34,1;2,8;5,1;;;;;;;;
0908;Município;Manteigas;2 209;22 552;20 894;10 209;4 362;5 384;5 822;6 253;7 419;8 540;9 323;10 712;11 706;12 844;16 984;4 345;5 373;5 814;6 225;7 342;8 458;9 225;10 298;11 164;12 034;15 398;30,8;2,2;3,5;;;;;;;;
0909;Município;Mêda;3 128;30 983;28 365;9 905;3 008;4 604;5 040;5 606;6 790;8 081;9 147;10 573;11 750;12 883;18 018;2 982;4 591;4 988;5 553;6 697;7 970;9 071;10 171;11 080;12 147;16 008;34,3;2,6;5,4;;;;;;;;
0910;Município;Pinhel;6 096;59 523;54 944;9 764;3 137;4 668;5 155;5 732;6 879;8 186;9 202;10 842;11 771;13 070;17 731;3 104;4 641;5 125;5 689;6 849;8 098;9 076;10 326;11 167;12 238;15 746;33,4;2,6;5,1;;;;;;;;
0911;Município;Sabugal;7 121;74 663;68 608;10 485;3 167;5 031;5 688;6 302;7 532;8 890;9 995;11 578;12 576;14 104;19 340;3 134;4 989;5 615;6 238;7 432;8 741;9 632;10 987;11 843;13 136;17 015;33,3;2,6;5,4;;;;;;;;
0912;Município;Seia;15 740;169 292;155 342;10 756;4 228;5 438;5 974;6 544;7 733;8 865;9 737;11 255;12 404;13 961;19 609;4 195;5 404;5 957;6 508;7 638;8 780;9 415;10 765;11 714;12 912;17 239;31,5;2,4;4,1;;;;;;;;
0913;Município;Trancoso;5 756;59 022;53 867;10 254;3 083;4 759;5 226;5 711;7 034;8 451;9 380;10 900;11 957;13 220;19 508;3 079;4 718;5 178;5 651;6 954;8 326;9 219;10 398;11 275;12 335;17 017;34,9;2,6;5,5;;;;;;;;
170;NUTS 3;  A. M. Lisboa;2 041 802;34 387 822;29 045 367;16 842;4 445;6 779;7 730;8 633;10 046;11 959;14 427;17 943;20 405;23 468;33 654;4 424;6 697;7 620;8 512;9 664;11 321;13 316;15 987;17 785;20 011;26 815;37,6;3,0;6,1;;;;;;;;
1502;Município;Alcochete;12 917;231 454;194 474;17 919;4 812;7 138;8 096;8 906;10 472;12 510;15 455;19 580;22 238;25 344;35 393;4 792;7 055;7 991;8 859;10 032;11 813;14 221;17 268;19 174;21 422;28 105;37,5;3,0;5,9;;;;;;;;
1503;Município;Almada;125 046;1 980 153;1 699 718;15 835;4 337;6 639;7 620;8 506;9 877;11 738;14 146;17 460;19 726;22 550;31 313;4 308;6 580;7 537;8 391;9 521;11 150;13 062;15 618;17 285;19 376;25 386;36,2;2,9;5,9;;;;;;;;
1115;Município;Amadora;120 827;1 727 226;1 518 212;14 295;4 221;6 418;7 346;8 130;9 355;10 977;12 941;15 791;17 691;20 201;28 204;4 196;6 365;7 271;8 038;9 240;10 506;12 150;14 423;15 862;17 746;23 339;34,6;2,8;5,6;;;;;;;;
1504;Município;Barreiro;56 610;806 766;712 797;14 251;4 784;6 953;7 822;8 622;9 831;11 373;13 231;15 870;17 608;19 908;26 805;4 761;6 883;7 703;8 492;9 468;10 846;12 376;14 475;15 775;17 457;22 306;32,2;2,5;4,7;;;;;;;;
1105;Município;Cascais;149 554;2 847 313;2 324 009;19 039;4 273;6 662;7 697;8 693;10 296;12 617;15 753;20 306;23 241;27 015;39 018;4 207;6 556;7 620;8 534;9 847;11 827;14 274;17 641;19 776;22 366;30 106;40,7;3,4;7,2;;;;;;;;
1106;Município;Lisboa;403 695;8 890 843;7 077 793;22 024;4 340;7 001;8 113;8 975;11 137;14 020;18 189;24 027;27 771;32 432;46 547;4 269;6 898;7 967;8 890;10 573;12 938;16 103;20 330;22 886;25 955;34 916;42,5;3,8;8,2;;;;;;;;
1107;Município;Loures;142 873;2 119 742;1 847 233;14 837;4 527;6 749;7 620;8 420;9 623;11 248;13 214;16 037;17 932;20 492;28 934;4 500;6 676;7 551;8 305;9 315;10 732;12 377;14 588;15 994;17 863;23 779;34,6;2,7;5,3;;;;;;;;
1109;Município;Mafra;59 162;916 375;790 382;15 489;4 425;6 392;7 356;8 268;9 574;11 394;13 766;17 095;19 221;22 154;30 844;4 391;6 318;7 249;8 146;9 316;10 865;12 818;15 338;16 979;19 078;25 025;36,3;3,0;5,7;;;;;;;;
1506;Município;Moita;45 082;566 062;512 050;12 556;4 398;6 433;7 297;8 063;9 210;10 556;12 090;14 088;15 461;17 305;22 980;4 391;6 370;7 201;7 944;9 091;10 119;11 423;13 074;14 159;15 569;19 728;30,6;2,4;4,5;;;;;;;;
1507;Município;Montijo;38 013;548 258;480 613;14 423;4 285;6 297;7 188;8 020;9 307;10 968;13 005;16 164;18 006;20 692;28 512;4 258;6 253;7 113;7 924;9 195;10 501;12 192;14 688;16 137;18 041;23 577;35,0;2,9;5,5;;;;;;;;
1116;Município;Odivelas;108 327;1 580 105;1 385 289;14 586;4 362;6 542;7 518;8 330;9 624;11 378;13 507;16 410;18 338;20 854;28 610;4 335;6 478;7 432;8 241;9 315;10 850;12 610;14 869;16 319;18 114;23 580;34,1;2,8;5,4;;;;;;;;
1110;Município;Oeiras;123 240;2 642 825;2 148 147;21 445;5 308;8 096;9 031;10 069;12 497;15 470;19 266;24 349;27 565;31 421;43 245;5 251;7 942;8 917;9 672;11 738;14 091;16 945;20 614;22 816;25 366;32 922;37,6;3,2;6,3;;;;;;;;
1508;Município;Palmela;46 514;686 209;598 081;14 753;4 441;6 398;7 302;8 176;9 544;11 279;13 454;16 306;18 231;20 718;28 293;4 418;6 351;7 210;8 035;9 315;10 765;12 549;14 771;16 217;18 027;23 471;34,9;2,8;5,3;;;;;;;;
1510;Município;Seixal;117 220;1 734 196;1 514 240;14 794;4 522;6 840;7 760;8 636;9 979;11 710;13 737;16 519;18 310;20 679;27 728;4 503;6 766;7 641;8 511;9 602;11 111;12 760;14 883;16 260;17 989;22 936;33,5;2,7;5,1;;;;;;;;
1511;Município;Sesimbra;37 594;536 330;471 154;14 266;4 400;6 498;7 431;8 255;9 604;11 410;13 397;16 052;17 725;19 874;26 465;4 387;6 424;7 328;8 132;9 315;10 844;12 508;14 593;15 857;17 413;22 187;33,5;2,7;5,1;;;;;;;;
1512;Município;Setúbal;87 087;1 323 726;1 146 711;15 200;4 391;6 605;7 555;8 419;9 754;11 555;13 746;16 804;18 872;21 428;29 667;4 376;6 545;7 442;8 279;9 400;10 982;12 763;15 137;16 679;18 527;24 174;35,2;2,8;5,5;;;;;;;;
1111;Município;Sintra;269 196;3 825 264;3 362 209;14 210;4 318;6 547;7 525;8 339;9 527;11 137;12 976;15 546;17 244;19 498;26 872;4 286;6 479;7 429;8 242;9 317;10 652;12 183;14 206;15 496;17 165;22 418;34,0;2,6;5,2;;;;;;;;
1114;Município;Vila Franca de Xira;98 845;1 424 975;1 262 253;14 416;4 963;7 289;8 180;8 890;10 214;11 841;13 731;16 268;17 868;19 968;26 678;4 922;7 191;8 061;8 812;9 839;11 250;12 800;14 749;15 979;17 541;22 304;31,0;2,4;4,5;;;;;;;;
18;NUTS 2;  Alentejo;507 806;6 375 568;5 709 602;12 555;4 429;5 991;6 734;7 442;8 753;9 805;11 370;13 444;14 885;16 812;23 758;4 404;5 944;6 678;7 357;8 637;9 462;10 850;12 546;13 689;15 122;20 210;32,9;2,5;4,6;;;;;;;;
181;NUTS 3;   Alentejo Litoral;72 024;910 550;807 610;12 642;3 898;5 546;6 291;7 022;8 436;9 523;11 184;13 348;14 921;17 014;24 822;3 870;5 509;6 253;6 955;8 330;9 315;10 636;12 455;13 705;15 238;20 919;35,2;2,8;5,4;;;;;;;;
1501;Município;Alcácer do Sal;8 137;94 992;86 054;11 674;4 445;5 874;6 557;7 167;8 386;9 370;10 704;12 488;13 633;15 150;20 712;4 436;5 859;6 518;7 114;8 255;9 238;10 218;11 698;12 730;14 008;18 146;31,4;2,4;4,1;;;;;;;;
1505;Município;Grândola;9 210;116 601;103 301;12 660;4 225;5 651;6 384;7 188;8 598;9 603;11 208;13 252;14 567;16 412;23 763;4 201;5 619;6 344;7 075;8 441;9 315;10 665;12 397;13 434;14 881;20 306;34,5;2,6;4,8;;;;;;;;
0211;Município;Odemira;23 949;237 714;217 685;9 926;3 024;4 680;5 263;5 859;7 084;8 331;9 288;10 716;11 590;12 683;17 464;3 013;4 658;5 230;5 833;7 013;8 230;9 217;10 160;10 930;11 859;15 550;33,7;2,5;5,2;;;;;;;;
1509;Município;Santiago do Cacém;20 253;302 289;262 658;14 926;4 588;6 440;7 312;8 096;9 361;11 154;13 311;16 494;18 616;21 435;30 214;4 561;6 374;7 202;7 961;9 247;10 648;12 477;14 856;16 466;18 534;24 526;35,0;2,9;5,4;;;;;;;;
1513;Município;Sines;10 475;158 954;137 912;15 175;4 529;6 598;7 426;8 310;9 679;11 602;13 844;16 815;19 037;21 575;29 988;4 524;6 512;7 380;8 228;9 350;11 002;12 887;15 137;16 722;18 617;24 464;34,7;2,9;5,4;;;;;;;;
184;NUTS 3;   Baixo Alentejo;78 954;981 636;879 005;12 433;4 320;5 859;6 613;7 341;8 680;9 723;11 273;13 431;14 977;16 963;23 870;4 289;5 824;6 552;7 250;8 556;9 370;10 741;12 485;13 680;15 204;20 203;33,0;2,6;4,7;;;;;;;;
0201;Município;Aljustrel;6 355;81 927;73 268;12 892;4 988;6 485;7 272;7 932;9 031;10 429;12 146;14 500;16 149;18 015;23 838;4 896;6 406;7 126;7 793;8 943;9 942;11 352;13 292;14 490;15 909;20 294;30,3;2,5;4,1;;;;;;;;
0202;Município;Almodôvar;5 077;61 099;54 790;12 034;3 902;5 378;5 999;6 608;8 008;9 205;10 912;13 216;14 986;17 349;24 023;3 827;5 325;5 921;6 496;7 904;9 098;10 353;12 367;13 672;15 362;20 261;34,1;2,9;5,3;;;;;;;;
0203;Município;Alvito;1 471;17 190;15 604;11 686;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;;;;;;;;
0204;Município;Barrancos;991;10 654;9 829;10 750;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;;;;;;;;
0205;Município;Beja;23 259;337 177;295 830;14 497;4 819;6 886;7 735;8 535;9 640;11 210;13 101;15 861;17 759;20 265;27 837;4 792;6 816;7 636;8 407;9 315;10 690;12 199;14 385;15 820;17 644;22 922;32,9;2,6;4,8;;;;;;;;
0206;Município;Castro Verde;4 682;70 136;61 137;14 980;5 088;6 875;7 734;8 631;9 678;11 316;13 567;16 749;18 680;21 241;28 498;5 014;6 792;7 620;8 425;9 323;10 752;12 670;14 922;16 408;18 264;23 516;33,3;2,7;4,7;;;;;;;;
0207;Município;Cuba;3 133;36 229;32 741;11 564;4 045;5 603;6 224;6 940;8 030;9 227;10 570;12 462;13 762;15 539;21 970;4 043;5 566;6 199;6 872;7 934;9 103;10 106;11 614;12 841;14 084;18 842;32,6;2,5;4,7;;;;;;;;
0208;Município;Ferreira do Alentejo;5 277;57 552;52 528;10 906;3 934;5 436;6 076;6 734;7 895;8 927;10 140;11 829;13 004;14 286;19 523;3 921;5 406;6 069;6 699;7 772;8 865;9 756;11 203;12 162;13 191;17 180;31,7;2,4;4,4;;;;;;;;
0209;Município;Mértola;4 386;45 263;41 756;10 320;4 093;5 374;5 929;6 464;7 623;8 784;9 644;11 145;12 146;13 500;18 405;4 043;5 325;5 868;6 412;7 535;8 627;9 330;10 614;11 486;12 542;16 316;30,8;2,4;4,0;;;;;;;;
0210;Município;Moura;8 244;89 248;81 447;10 826;3 424;5 125;5 753;6 392;7 715;8 921;10 094;11 744;12 885;14 406;20 441;3 385;5 104;5 703;6 346;7 620;8 890;9 722;11 133;12 083;13 224;17 783;33,5;2,6;5,3;;;;;;;;
0212;Município;Ourique;3 364;38 056;34 604;11 313;3 858;5 466;6 217;6 841;8 148;9 156;10 483;12 225;13 478;15 118;21 487;3 827;5 391;6 162;6 801;8 041;9 031;10 051;11 482;12 443;14 024;18 417;32,4;2,6;4,8;;;;;;;;
0213;Município;Serpa;9 131;96 904;88 768;10 613;3 750;5 238;5 774;6 437;7 682;8 890;9 891;11 528;12 615;14 061;19 451;3 742;5 181;5 736;6 407;7 596;8 816;9 505;10 884;11 768;13 007;17 167;32,2;2,5;4,6;;;;;;;;
0214;Município;Vidigueira;3 584;40 201;36 703;11 217;4 263;5 628;6 265;6 955;8 128;9 156;10 433;12 152;13 375;15 035;20 605;4 250;5 596;6 253;6 911;8 096;9 100;10 006;11 446;12 409;13 747;17 819;31,1;2,5;4,2;;;;;;;;
185;NUTS 3;   Lezíria do Tejo;169 398;2 124 827;1 906 357;12 543;4 397;5 942;6 703;7 398;8 751;9 860;11 446;13 555;14 952;16 817;23 498;4 391;5 912;6 653;7 333;8 635;9 521;10 942;12 664;13 779;15 188;20 088;32,9;2,6;4,6;;;;;;;;
1403;Município;Almeirim;15 832;180 754;164 464;11 417;3 916;5 341;5 915;6 600;7 941;9 092;10 642;12 620;13 930;15 612;21 726;3 905;5 325;5 887;6 542;7 844;9 001;10 263;11 921;13 044;14 337;18 788;33,4;2,7;4,8;;;;;;;;
1404;Município;Alpiarça;5 092;57 648;52 676;11 321;4 185;5 547;6 158;6 769;7 990;9 080;10 543;12 383;13 561;15 237;20 844;4 146;5 527;6 106;6 742;7 938;9 021;10 151;11 702;12 735;13 945;18 194;32,1;2,5;4,4;;;;;;;;
1103;Município;Azambuja;15 103;187 073;169 134;12 386;4 521;6 241;6 983;7 766;9 045;10 299;11 834;13 745;15 053;16 682;22 423;4 513;6 177;6 921;7 669;8 914;9 934;11 237;12 823;13 872;15 126;19 293;30,8;2,4;4,3;;;;;;;;
1405;Município;Benavente;20 957;276 710;246 131;13 204;4 440;6 375;7 193;7 951;9 097;10 398;11 961;14 104;15 542;17 491;23 965;4 422;6 328;7 097;7 847;9 015;10 027;11 377;13 126;14 275;15 669;20 373;32,9;2,5;4,6;;;;;;;;
1406;Município;Cartaxo;17 033;220 441;197 653;12 942;4 504;6 310;7 128;7 913;9 145;10 507;12 095;14 283;15 583;17 401;23 939;4 484;6 267;7 039;7 815;9 031;10 118;11 481;13 221;14 251;15 633;20 333;31,9;2,5;4,5;;;;;;;;
1407;Município;Chamusca;6 128;64 662;59 822;10 552;4 544;5 621;6 272;6 771;7 750;8 890;9 855;11 208;12 136;13 359;18 460;4 530;5 601;6 228;6 741;7 693;8 810;9 501;10 784;11 572;12 536;16 425;29,5;2,2;3,6;;;;;;;;
1409;Município;Coruche;12 561;142 320;129 918;11 330;4 483;5 778;6 347;6 863;7 953;9 031;10 368;12 158;13 362;14 847;20 582;4 475;5 725;6 300;6 827;7 874;8 935;9 962;11 577;12 518;13 655;17 935;31,3;2,4;4,0;;;;;;;;
1412;Município;Golegã;3 983;48 480;43 945;12 172;4 839;6 405;6 987;7 549;8 763;9 911;11 182;13 097;14 483;16 231;22 148;4 800;6 317;6 940;7 464;8 667;9 592;10 712;12 246;13 362;14 704;19 120;30,1;2,3;4,0;;;;;;;;
1414;Município;Rio Maior;15 253;179 191;162 341;11 748;4 109;5 593;6 324;7 044;8 407;9 458;10 908;12 821;14 101;15 750;21 515;4 100;5 565;6 275;6 991;8 319;9 315;10 468;12 069;13 137;14 396;18 534;32,4;2,6;4,5;;;;;;;;
1415;Município;Salvaterra de Magos;15 576;183 846;166 493;11 803;4 299;5 854;6 502;7 149;8 285;9 366;10 892;12 901;14 154;15 832;21 768;4 270;5 811;6 447;7 073;8 182;9 199;10 449;12 134;13 197;14 493;18 829;32,2;2,5;4,4;;;;;;;;
1416;Município;Santarém;41 880;583 702;513 779;13 937;4 532;6 262;7 047;7 797;9 073;10 507;12 334;14 879;16 726;19 095;27 225;4 508;6 220;6 979;7 702;8 993;10 085;11 655;13 736;15 119;16 880;22 638;34,5;2,7;5,0;;;;;;;;
186;NUTS 3;   Alto Alentejo;77 116;923 986;835 127;11 982;4 464;5 879;6 604;7 265;8 545;9 558;11 016;12 888;14 133;15 878;22 272;4 446;5 859;6 553;7 186;8 436;9 315;10 523;12 076;13 082;14 460;19 146;32,1;2,5;4,3;;;;;;;;
1201;Município;Alter do Chão;2 277;25 796;23 549;11 329;4 774;6 211;6 813;7 312;8 519;9 352;10 439;11 906;13 022;14 890;20 676;4 734;6 133;6 740;7 272;8 357;9 245;10 000;11 213;12 087;13 672;17 826;29,5;2,2;3,8;;;;;;;;
1202;Município;Arronches;2 062;23 476;21 454;11 385;4 573;5 807;6 423;7 209;8 642;9 658;10 893;12 317;13 248;15 155;20 503;4 519;5 746;6 383;7 144;8 430;9 323;10 382;11 534;12 421;13 723;17 813;30,0;2,4;3,9;;;;;;;;
1203;Município;Avis;2 822;30 376;27 940;10 764;4 644;5 838;6 451;7 073;8 186;9 091;10 204;11 803;12 909;14 070;18 124;4 621;5 804;6 421;6 982;8 096;8 994;9 839;11 170;12 038;13 028;15 820;28,8;2,2;3,4;;;;;;;;
1204;Município;Campo Maior;5 598;72 646;65 275;12 977;4 774;6 688;7 587;8 403;9 498;10 897;12 415;14 031;15 134;16 703;22 233;4 766;6 645;7 473;8 291;9 315;10 386;11 675;13 044;13 960;15 167;19 257;30,5;2,3;4,0;;;;;;;;
1205;Município;Castelo de Vide;2 322;29 421;26 360;12 671;4 745;6 202;6 789;7 547;8 794;9 751;11 363;13 118;14 194;16 021;23 714;4 731;6 108;6 748;7 460;8 729;9 507;10 779;12 285;13 213;14 620;20 149;32,3;2,4;4,3;;;;;;;;
1206;Município;Crato;2 378;26 212;24 101;11 022;4 446;6 023;6 742;7 337;8 435;9 325;10 496;12 225;13 282;14 662;19 466;4 446;6 002;6 674;7 208;8 255;9 223;10 077;11 562;12 467;13 494;16 895;28,7;2,2;3,8;;;;;;;;
1207;Município;Elvas;14 555;180 324;161 619;12 389;4 341;5 931;6 749;7 442;8 818;9 820;11 381;13 202;14 527;16 513;23 187;4 304;5 891;6 692;7 366;8 685;9 480;10 833;12 302;13 377;14 844;19 806;32,8;2,5;4,6;;;;;;;;
1208;Município;Fronteira;2 229;25 534;23 288;11 455;4 610;5 686;6 301;6 836;7 958;8 967;10 067;11 839;13 088;15 006;21 979;4 610;5 640;6 253;6 796;7 876;8 897;9 712;11 279;12 235;13 839;18 951;31,9;2,5;4,1;;;;;;;;
1209;Município;Gavião;2 547;27 161;25 204;10 664;4 759;5 870;6 421;6 889;8 073;9 031;10 045;11 662;12 568;13 861;18 158;4 701;5 786;6 320;6 826;7 934;8 928;9 760;10 986;11 825;12 938;16 205;29,0;2,2;3,4;;;;;;;;
1210;Município;Marvão;2 248;23 585;21 803;10 491;3 840;5 512;6 253;6 854;8 202;9 015;10 041;11 467;12 531;13 531;17 861;3 810;5 468;6 234;6 815;8 131;8 890;9 739;10 868;11 713;12 731;15 910;30,3;2,3;4,2;;;;;;;;
1211;Município;Monforte;1 931;21 116;19 378;10 935;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;;;;;;;;
1212;Município;Nisa;4 612;51 877;47 480;11 248;4 412;5 676;6 338;7 005;8 302;9 310;10 710;12 409;13 635;15 093;20 759;4 392;5 640;6 264;6 953;8 234;9 185;10 250;11 674;12 596;13 716;17 877;30,8;2,4;4,1;;;;;;;;
1213;Município;Ponte de Sor;11 497;120 325;110 203;10 466;3 615;5 262;5 724;6 274;7 408;8 599;9 638;11 281;12 403;13 781;19 238;3 612;5 235;5 706;6 253;7 342;8 513;9 329;10 807;11 633;12 747;16 853;32,7;2,4;4,7;;;;;;;;
1214;Município;Portalegre;16 864;232 954;206 788;13 814;4 931;6 573;7 336;8 046;9 223;10 626;12 477;15 024;16 830;19 060;26 800;4 916;6 510;7 276;7 944;9 118;10 251;11 797;13 878;15 145;16 802;22 343;32,6;2,6;4,5;;;;;;;;
1215;Município;Sousel;3 174;33 184;30 684;10 455;4 293;5 569;6 048;6 597;7 666;8 772;9 797;11 240;12 220;13 533;18 159;4 273;5 527;6 009;6 549;7 604;8 671;9 411;10 717;11 522;12 639;16 241;30,5;2,3;3,8;;;;;;;;
187;NUTS 3;   Alentejo Central;110 314;1 434 569;1 281 503;13 004;4 881;6 530;7 290;7 904;9 000;10 162;11 719;13 783;15 221;17 148;24 488;4 835;6 470;7 205;7 813;8 904;9 795;11 117;12 807;13 940;15 371;20 666;31,7;2,4;4,3;;;;;;;;
0701;Município;Alandroal;3 808;38 360;35 742;10 074;4 591;5 825;6 303;6 886;7 903;8 888;9 771;11 062;11 919;12 809;16 629;4 516;5 786;6 279;6 808;7 787;8 816;9 386;10 564;11 245;12 014;14 895;26,7;2,1;3,3;;;;;;;;
0702;Município;Arraiolos;4 890;57 542;52 564;11 767;4 969;6 275;7 025;7 725;8 809;9 592;11 070;12 754;13 861;15 361;20 583;4 944;6 265;6 986;7 620;8 740;9 327;10 590;12 009;12 894;14 070;18 020;28,9;2,2;3,6;;;;;;;;
0703;Município;Borba;4 725;52 499;48 236;11 111;4 822;6 331;6 868;7 336;8 303;9 168;10 284;11 809;12 952;14 394;19 213;4 792;6 274;6 844;7 268;8 168;9 041;9 940;11 232;12 107;13 283;16 852;28,6;2,1;3,5;;;;;;;;
0704;Município;Estremoz;9 230;112 796;102 113;12 221;4 943;6 469;7 133;7 771;8 838;9 870;11 247;12 941;14 222;15 926;22 517;4 900;6 418;7 073;7 696;8 716;9 519;10 752;12 159;13 136;14 490;19 354;29,9;2,3;4,0;;;;;;;;
0705;Município;Évora;38 854;602 176;523 011;15 498;5 379;7 520;8 319;8 926;10 246;11 825;13 818;16 675;18 543;21 279;29 967;5 330;7 422;8 230;8 882;9 879;11 219;12 838;14 996;16 417;18 425;24 363;32,7;2,5;4,6;;;;;;;;
0706;Município;Montemor-o-Novo;11 053;136 332;122 805;12 334;4 815;6 344;7 096;7 735;8 829;9 696;11 177;12 973;14 245;15 887;22 260;4 792;6 274;7 017;7 635;8 706;9 390;10 694;12 159;13 200;14 447;18 957;30,8;2,3;4,0;;;;;;;;
0707;Município;Mora;3 186;36 185;33 119;11 358;4 914;6 413;6 865;7 472;8 366;9 199;10 257;11 853;12 920;14 428;18 954;4 903;6 410;6 854;7 403;8 280;9 103;9 872;11 334;12 204;13 426;16 957;28,8;2,1;3,5;;;;;;;;
0708;Município;Mourão;1 638;17 582;16 198;10 734;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;;;;;;;;
0709;Município;Portel;3 976;39 351;36 750;9 897;4 153;5 390;5 928;6 525;7 582;8 687;9 437;10 885;11 767;12 780;16 907;4 150;5 378;5 888;6 467;7 556;8 625;9 315;10 489;11 252;12 003;15 200;28,7;2,2;3,7;;;;;;;;
