Índice;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Código territorial;Nível territorial;Designação;Sujeitos Passivos;Rendimento bruto declarado;Rendimento bruto deduzido do IRS liquidado ;Rendimento bruto declarado médio por sujeito passivo;Percentis do rendimento bruto declarado;;;;;;;;;;;Percentis do rendimento bruto declarado deduzido do IRS liquidado;;;;;;;;;;;Coeficiente de Gini do rendimento bruto declarado deduzido do IRS liquidado;Desigualdade na distribuição do rendimento bruto declarado deduzido do IRS liquidado;;;;;;;;;
0412;Município;Vinhais;5 431;55 202;51 206;10 164;3 247;5 061;5 502;6 053;7 094;8 436;9 870;11 281;12 314;13 644;19 068;3 234;5 022;5 473;5 975;7 013;8 329;9 745;10 725;11 620;12 802;17 009;32,8;2,5;5,3;;;;;;;;
19;NUTS 2;  Centro;1 227 563;17 334 734;15 322 354;14 121;4 805;6 584;7 419;8 264;9 732;10 947;12 705;15 114;16 796;18 961;26 701;4 770;6 511;7 345;8 150;9 630;10 551;11 973;13 918;15 212;16 847;22 369;33,3;2,6;4,7;;;;;;;;
191;NUTS 3;   Região de Aveiro;278 835;4 015 580;3 539 734;14 401;4 809;6 695;7 548;8 419;9 870;11 228;13 045;15 400;17 046;19 159;27 020;4 778;6 620;7 464;8 300;9 782;10 789;12 265;14 161;15 420;17 014;22 581;33,3;2,6;4,7;;;;;;;;
0101;Município;Águeda;36 073;486 169;435 976;13 477;5 005;6 746;7 479;8 273;9 691;10 772;12 232;14 218;15 575;17 263;23 665;4 985;6 688;7 414;8 180;9 581;10 455;11 622;13 280;14 343;15 674;20 466;31,5;2,3;4,1;;;;;;;;
0102;Município;Albergaria-a-Velha;18 948;249 372;225 052;13 161;4 908;6 690;7 494;8 282;9 800;11 003;12 675;14 620;15 864;17 391;23 189;4 890;6 607;7 398;8 140;9 690;10 591;11 957;13 549;14 577;15 707;19 982;30,3;2,4;4,1;;;;;;;;
0103;Município;Anadia;20 982;285 091;252 021;13 587;4 741;6 331;7 017;7 768;9 291;10 455;11 960;14 101;15 423;17 363;23 946;4 712;6 284;6 973;7 681;9 156;10 204;11 374;13 083;14 161;15 658;20 528;33,8;2,5;4,4;;;;;;;;
0105;Município;Aveiro;61 839;1 052 882;899 504;17 026;5 030;7 428;8 460;9 423;10 945;12 866;15 217;18 614;20 849;23 850;34 004;4 997;7 342;8 338;9 271;10 512;12 087;13 955;16 545;18 171;20 347;27 105;34,6;2,8;5,4;;;;;;;;
0108;Município;Estarreja;19 880;264 416;236 877;13 301;4 549;6 412;7 306;8 138;9 753;11 069;12 648;14 733;16 092;17 826;23 961;4 519;6 323;7 216;8 006;9 603;10 611;11 927;13 636;14 686;15 982;20 527;31,6;2,5;4,5;;;;;;;;
0110;Município;Ílhavo;29 569;451 716;393 971;15 277;4 807;6 926;7 854;8 768;10 179;11 781;13 760;16 419;18 361;20 691;28 965;4 761;6 834;7 741;8 632;10 008;11 223;12 842;14 925;16 384;18 113;23 918;34,0;2,7;5,0;;;;;;;;
0112;Município;Murtosa;7 008;87 498;78 260;12 485;2 982;5 284;6 106;6 914;8 728;10 257;11 814;13 906;15 353;17 269;24 583;2 961;5 233;6 013;6 849;8 606;10 026;11 237;12 996;14 185;15 648;20 827;35,6;3,0;7,0;;;;;;;;
0114;Município;Oliveira do Bairro;17 321;226 478;205 048;13 075;4 841;6 604;7 413;8 251;9 713;10 939;12 446;14 487;15 843;17 541;23 625;4 796;6 549;7 356;8 150;9 630;10 561;11 823;13 509;14 557;15 881;20 334;30,6;2,4;4,2;;;;;;;;
0115;Município;Ovar;42 079;599 509;531 099;14 247;4 910;6 772;7 597;8 438;9 845;11 107;12 873;15 165;16 769;18 775;26 413;4 894;6 691;7 519;8 330;9 730;10 709;12 161;14 014;15 226;16 762;22 258;32,9;2,5;4,5;;;;;;;;
0117;Município;Sever do Vouga;8 404;104 224;94 634;12 402;4 655;6 189;6 881;7 576;9 038;10 185;11 758;13 874;15 052;16 651;22 393;4 637;6 137;6 811;7 519;8 922;10 002;11 268;12 892;13 925;15 235;19 432;30,7;2,5;4,2;;;;;;;;
0118;Município;Vagos;16 732;208 224;187 292;12 445;4 112;5 851;6 632;7 457;9 048;10 230;11 617;13 539;14 807;16 442;21 950;4 057;5 800;6 568;7 359;8 902;10 047;11 089;12 698;13 618;14 959;19 061;32,5;2,6;4,7;;;;;;;;
192;NUTS 3;   Região de Coimbra;326 469;4 954 105;4 315 594;15 175;4 960;6 863;7 747;8 572;9 937;11 360;13 335;16 102;18 020;20 511;29 520;4 935;6 792;7 649;8 460;9 866;10 881;12 489;14 671;16 121;17 987;24 199;34,2;2,6;4,9;;;;;;;;
0601;Município;Arganil;7 913;89 374;82 566;11 295;4 424;6 016;6 675;7 356;8 598;9 706;10 572;12 092;13 327;14 739;19 824;4 382;5 983;6 614;7 283;8 509;9 640;10 336;11 518;12 479;13 748;17 603;29,9;2,3;4,0;;;;;;;;
0602;Município;Cantanhede;25 336;323 557;290 154;12 771;4 168;5 889;6 683;7 457;9 065;10 393;11 968;14 229;15 644;17 516;23 872;4 145;5 836;6 617;7 398;8 923;10 140;11 352;13 170;14 302;15 722;20 371;32,9;2,7;4,9;;;;;;;;
0603;Município;Coimbra;106 555;2 029 264;1 694 448;19 044;5 587;7 921;8 876;9 743;11 263;13 431;16 404;20 631;23 497;27 310;39 532;5 531;7 810;8 748;9 635;10 804;12 557;14 874;18 030;20 121;22 659;30 499;36,1;2,9;5,5;;;;;;;;
0604;Município;Condeixa-a-Nova;12 429;191 734;168 948;15 426;5 567;7 563;8 471;9 350;10 621;12 376;14 587;17 490;19 279;21 585;28 832;5 490;7 515;8 392;9 178;10 329;11 672;13 502;15 756;17 125;18 810;23 732;31,0;2,5;4,3;;;;;;;;
0605;Município;Figueira da Foz;45 102;693 390;605 093;15 374;4 974;6 988;7 938;8 826;10 222;11 816;13 922;16 803;18 793;21 240;29 941;4 949;6 905;7 835;8 684;10 030;11 227;12 922;15 221;16 702;18 512;24 448;33,6;2,7;4,9;;;;;;;;
0606;Município;Góis;2 810;31 737;29 288;11 294;4 522;5 994;6 772;7 447;8 781;9 853;10 695;12 363;13 352;14 679;19 246;4 453;5 964;6 701;7 391;8 604;9 732;10 405;11 695;12 486;13 550;17 023;29,4;2,3;3,8;;;;;;;;
0607;Município;Lousã;12 346;166 179;149 365;13 460;4 916;6 873;7 814;8 600;9 870;11 121;12 758;14 823;16 307;18 117;24 331;4 897;6 810;7 702;8 492;9 795;10 717;11 995;13 702;14 854;16 216;20 786;30,5;2,4;4,2;;;;;;;;
0111;Município;Mealhada;14 740;206 145;184 432;13 985;5 035;6 957;7 880;8 642;9 948;11 349;13 263;15 537;16 944;18 846;25 579;5 002;6 889;7 761;8 529;9 870;10 864;12 456;14 235;15 420;16 805;21 689;31,0;2,4;4,3;;;;;;;;
0608;Município;Mira;8 818;114 413;101 862;12 975;3 965;5 832;6 511;7 345;8 888;10 229;11 726;14 084;15 646;17 808;25 015;3 933;5 784;6 439;7 224;8 769;10 019;11 131;13 073;14 238;15 960;21 234;34,2;2,8;5,4;;;;;;;;
0609;Município;Miranda do Corvo;8 749;108 050;98 329;12 350;4 868;6 468;7 164;7 918;9 328;10 482;11 795;13 728;14 955;16 581;21 141;4 851;6 414;7 114;7 793;9 189;10 222;11 201;12 770;13 770;15 043;18 587;29,6;2,3;3,8;;;;;;;;
0610;Município;Montemor-o-Velho;18 324;247 731;222 879;13 519;5 248;7 000;7 796;8 529;9 870;11 187;12 870;15 044;16 465;18 342;24 267;5 224;6 918;7 712;8 460;9 766;10 716;12 079;13 819;14 963;16 291;20 735;29,5;2,4;4,0;;;;;;;;
1808;Município;Mortágua;6 724;81 047;73 886;12 053;4 446;6 084;6 794;7 580;8 978;10 091;11 343;12 926;14 059;15 670;21 491;4 432;6 002;6 725;7 502;8 824;9 940;10 859;12 167;13 115;14 327;18 856;31,3;2,4;4,3;;;;;;;;
0611;Município;Oliveira do Hospital;13 937;159 463;146 746;11 442;4 583;5 967;6 634;7 308;8 685;9 823;10 691;12 253;13 403;14 811;20 029;4 563;5 916;6 591;7 267;8 603;9 776;10 404;11 618;12 578;13 726;17 568;29,8;2,3;3,9;;;;;;;;
0612;Município;Pampilhosa da Serra;2 508;28 297;26 203;11 283;4 920;6 288;6 971;7 713;8 947;9 870;10 860;12 392;13 081;14 437;18 910;4 891;6 240;6 923;7 621;8 792;9 821;10 462;11 667;12 386;13 289;16 821;26,9;2,1;3,4;;;;;;;;
0613;Município;Penacova;10 018;112 736;104 057;11 253;4 403;5 907;6 565;7 243;8 522;9 837;10 991;12 759;13 866;15 132;19 444;4 360;5 858;6 495;7 182;8 404;9 715;10 583;11 999;12 882;13 883;17 299;29,4;2,4;4,0;;;;;;;;
0614;Município;Penela;3 942;47 581;43 181;12 070;4 651;5 958;6 726;7 438;8 759;9 919;11 145;13 121;14 266;16 193;21 470;4 616;5 934;6 636;7 351;8 654;9 829;10 693;12 315;13 335;14 687;18 890;31,0;2,5;4,1;;;;;;;;
0615;Município;Soure;12 986;171 012;154 607;13 169;5 284;7 058;7 833;8 603;9 923;11 200;12 752;14 773;16 037;17 712;23 152;5 282;6 971;7 728;8 488;9 800;10 718;11 942;13 620;14 678;15 920;19 880;28,5;2,3;3,8;;;;;;;;
0616;Município;Tábua;8 051;90 943;83 234;11 296;4 226;5 815;6 388;7 115;8 414;9 682;10 452;11 882;12 986;14 486;19 616;4 154;5 752;6 363;7 039;8 336;9 553;10 250;11 339;12 217;13 391;17 292;30,9;2,3;4,2;;;;;;;;
0617;Município;Vila Nova de Poiares;5 181;61 451;56 317;11 861;4 547;6 331;7 027;7 871;9 281;10 239;11 506;13 225;14 286;15 624;20 907;4 501;6 266;6 971;7 762;9 141;10 063;11 007;12 368;13 221;14 345;18 280;29,3;2,3;4,1;;;;;;;;
193;NUTS 3;   Região de Leiria;217 338;3 074 450;2 729 022;14 146;4 958;6 961;7 829;8 608;9 932;11 328;13 175;15 519;17 085;19 062;25 750;4 935;6 883;7 724;8 493;9 858;10 859;12 347;14 226;15 425;16 919;21 735;31,6;2,5;4,4;;;;;;;;
1002;Município;Alvaiázere;4 330;49 128;45 035;11 346;4 463;5 836;6 466;7 167;8 443;9 580;10 482;12 132;13 325;14 827;20 140;4 438;5 821;6 439;7 077;8 261;9 450;10 209;11 442;12 403;13 623;17 764;30,7;2,3;4,0;;;;;;;;
1003;Município;Ansião;8 396;99 190;90 949;11 814;4 564;6 126;6 827;7 507;8 823;9 914;11 134;13 179;14 403;16 058;20 822;4 557;6 053;6 768;7 445;8 731;9 859;10 718;12 352;13 332;14 634;18 256;29,9;2,4;4,0;;;;;;;;
1004;Município;Batalha;11 861;164 156;147 037;13 840;5 065;7 059;7 971;8 737;9 986;11 368;13 213;15 340;16 807;18 715;24 634;5 054;6 971;7 892;8 588;9 870;10 882;12 371;14 172;15 281;16 692;21 104;30,3;2,4;4,2;;;;;;;;
1007;Município;Castanheira de Pêra;2 036;22 274;20 606;10 940;4 450;5 975;6 531;7 082;8 188;9 378;10 211;11 565;12 643;13 956;19 026;4 389;5 944;6 516;7 071;8 133;9 259;10 055;11 024;11 928;12 997;17 083;29,8;2,2;3,9;;;;;;;;
1008;Município;Figueiró dos Vinhos;3 841;44 873;40 967;11 683;4 385;5 881;6 517;7 231;8 468;9 732;10 753;12 541;13 866;15 493;21 579;4 353;5 863;6 452;7 137;8 411;9 666;10 363;11 876;12 868;14 124;18 815;31,2;2,4;4,3;;;;;;;;
1009;Município;Leiria;98 203;1 504 065;1 315 984;15 316;5 207;7 344;8 261;9 073;10 404;12 035;14 032;16 691;18 467;20 706;28 516;5 161;7 252;8 139;8 939;10 162;11 415;13 042;15 121;16 475;18 117;23 618;32,4;2,5;4,6;;;;;;;;
1010;Município;Marinha Grande;31 288;454 713;403 133;14 533;5 269;7 538;8 354;9 133;10 418;12 034;13 889;16 225;17 832;19 678;25 629;5 214;7 440;8 257;9 004;10 163;11 373;12 882;14 739;15 968;17 374;21 610;30,2;2,3;4,1;;;;;;;;
1013;Município;Pedrógão Grande;2 551;28 769;26 299;11 278;4 204;5 705;6 237;6 904;8 204;9 391;10 332;12 134;13 306;14 939;21 505;4 161;5 643;6 199;6 851;8 112;9 259;10 103;11 296;12 288;13 746;18 640;31,5;2,4;4,5;;;;;;;;
1015;Município;Pombal;37 477;477 648;431 718;12 745;4 472;6 388;7 176;7 993;9 518;10 656;12 218;14 253;15 592;17 200;22 712;4 422;6 319;7 106;7 875;9 360;10 329;11 583;13 261;14 320;15 550;19 627;30,9;2,5;4,4;;;;;;;;
1016;Município;Porto de Mós;17 355;229 633;207 293;13 232;5 073;6 931;7 770;8 522;9 806;10 964;12 589;14 507;15 823;17 588;23 365;5 049;6 881;7 688;8 426;9 717;10 578;11 889;13 472;14 519;15 823;20 083;29,7;2,3;4,0;;;;;;;;
194;NUTS 3;   Viseu Dão Lafões;179 306;2 375 053;2 120 106;13 246;4 444;6 060;6 856;7 650;9 241;10 392;11 929;14 142;15 682;17 753;25 336;4 406;5 995;6 789;7 559;9 111;10 163;11 349;13 178;14 398;15 955;21 475;33,6;2,7;4,9;;;;;;;;
0901;Município;Aguiar da Beira;3 454;37 469;34 586;10 848;3 807;5 441;6 045;6 823;8 232;9 482;10 256;11 697;12 710;14 036;19 175;3 738;5 422;5 966;6 739;8 125;9 327;10 077;11 136;11 905;13 078;16 999;31,5;2,4;4,5;;;;;;;;
1802;Município;Carregal do Sal;6 148;73 743;67 183;11 995;4 451;6 031;6 843;7 577;9 022;10 018;11 070;12 987;14 216;16 014;21 568;4 434;5 970;6 794;7 491;8 878;9 914;10 654;12 183;13 265;14 531;18 761;30,9;2,4;4,2;;;;;;;;
1803;Município;Castro Daire;9 133;92 821;86 102;10 163;3 340;5 160;5 638;6 106;7 224;8 595;9 757;11 010;12 162;13 551;18 659;3 316;5 136;5 615;6 048;7 139;8 475;9 677;10 621;11 434;12 662;16 654;32,4;2,5;5,0;;;;;;;;
1806;Município;Mangualde;13 225;165 126;149 166;12 486;4 313;6 060;6 807;7 614;9 193;10 296;11 679;13 627;14 966;16 571;22 868;4 278;5 972;6 750;7 519;9 057;10 073;11 118;12 730;13 808;15 054;19 727;31,8;2,5;4,6;;;;;;;;
1809;Município;Nelas;9 572;121 581;109 624;12 702;4 626;6 134;6 872;7 607;9 155;10 339;11 685;13 896;15 075;16 739;23 003;4 595;6 086;6 824;7 519;8 986;10 120;11 201;12 929;13 968;15 249;19 894;31,7;2,5;4,3;;;;;;;;
1810;Município;Oliveira de Frades;7 013;83 764;76 656;11 944;4 740;6 237;6 896;7 684;9 100;10 123;11 385;13 108;14 163;15 699;20 817;4 703;6 181;6 851;7 606;8 989;9 987;10 893;12 412;13 223;14 393;18 279;29,6;2,3;3,9;;;;;;;;
1811;Município;Penalva do Castelo;4 941;53 866;49 559;10 902;3 629;5 288;5 798;6 428;7 960;9 418;10 448;12 010;13 038;14 464;19 325;3 570;5 272;5 743;6 388;7 800;9 254;10 205;11 407;12 229;13 433;17 026;32,3;2,5;4,8;;;;;;;;
1814;Município;Santa Comba Dão;7 649;93 333;84 751;12 202;4 553;6 000;6 728;7 407;8 933;10 034;11 454;13 286;14 502;16 056;21 985;4 524;5 944;6 649;7 375;8 795;9 928;10 974;12 518;13 403;14 714;19 126;31,4;2,5;4,2;;;;;;;;
1816;Município;São Pedro do Sul;10 564;123 441;112 394;11 685;3 937;5 662;6 323;7 023;8 460;9 709;10 731;12 304;13 617;15 331;21 521;3 896;5 629;6 276;6 971;8 370;9 616;10 397;11 686;12 672;14 055;18 719;32,8;2,5;4,8;;;;;;;;
1817;Município;Sátão;7 887;89 017;81 040;11 286;3 521;5 284;5 916;6 562;7 957;9 388;10 585;12 372;13 634;15 028;21 024;3 484;5 278;5 849;6 472;7 825;9 215;10 276;11 613;12 746;13 896;18 338;33,5;2,6;5,3;;;;;;;;
1821;Município;Tondela;18 350;231 058;209 030;12 592;4 516;6 135;6 921;7 714;9 236;10 432;11 867;13 824;15 103;16 619;22 526;4 476;6 084;6 859;7 617;9 103;10 194;11 303;12 897;13 877;15 036;19 484;31,5;2,5;4,4;;;;;;;;
1822;Município;Vila Nova de Paiva;2 969;33 156;30 092;11 168;3 559;5 181;5 755;6 401;7 887;9 378;10 439;12 166;13 319;14 912;20 907;3 526;5 141;5 682;6 325;7 773;9 236;10 136;11 389;12 389;13 650;18 032;33,8;2,7;5,1;;;;;;;;
1823;Município;Viseu;71 779;1 098 683;958 555;15 306;4 828;6 669;7 600;8 552;10 019;11 483;13 562;16 551;18 708;21 347;30 579;4 800;6 609;7 523;8 455;9 896;11 014;12 690;15 056;16 679;18 625;25 051;34,7;2,8;5,2;;;;;;;;
1824;Município;Vouzela;6 622;77 993;71 367;11 778;4 699;6 074;6 820;7 423;8 840;9 978;11 105;12 651;13 659;15 142;20 788;4 690;6 055;6 757;7 359;8 777;9 879;10 673;11 930;12 774;14 010;18 089;30,0;2,3;3,9;;;;;;;;
195;NUTS 3;   Beira Baixa;72 948;962 932;862 315;13 200;4 729;6 369;7 151;7 946;9 416;10 486;11 988;14 189;15 710;17 793;24 811;4 698;6 296;7 072;7 850;9 261;10 217;11 363;13 132;14 371;15 941;21 096;32,3;2,5;4,5;;;;;;;;
0502;Município;Castelo Branco;40 154;585 078;517 134;14 571;4 978;7 002;7 938;8 742;10 008;11 392;13 226;15 722;17 590;19 941;27 988;4 950;6 927;7 829;8 636;9 876;10 925;12 378;14 402;15 808;17 634;23 225;32,4;2,5;4,7;;;;;;;;
0505;Município;Idanha-a-Nova;5 965;68 506;62 653;11 485;4 492;5 946;6 597;7 271;8 695;9 841;10 901;12 400;13 468;14 876;20 207;4 462;5 853;6 480;7 211;8 555;9 747;10 408;11 629;12 549;13 633;17 773;30,3;2,3;4,0;;;;;;;;
0506;Município;Oleiros;3 462;39 242;35 966;11 335;4 420;5 846;6 441;6 917;8 181;9 299;10 389;11 920;13 175;14 843;20 969;4 413;5 836;6 388;6 847;8 077;9 160;10 179;11 265;12 278;13 715;18 430;31,4;2,4;4,2;;;;;;;;
0507;Município;Penamacor;3 136;35 471;32 446;11 311;4 646;5 946;6 548;7 215;8 538;9 793;10 814;12 159;13 260;14 655;19 415;4 581;5 895;6 462;7 083;8 408;9 675;10 406;11 522;12 308;13 367;17 025;29,8;2,3;3,7;;;;;;;;
0508;Município;Proença-a-Nova;5 036;60 469;54 825;12 007;4 444;5 889;6 467;7 291;8 586;9 870;11 004;12 957;14 391;16 344;22 699;4 426;5 868;6 440;7 159;8 508;9 741;10 598;12 186;13 344;14 802;19 483;31,7;2,5;4,4;;;;;;;;
0511;Município;Vila Velha de Ródão;2 437;31 064;28 116;12 747;5 277;6 786;7 615;8 398;9 688;10 636;12 221;14 196;15 450;17 368;22 264;5 256;6 778;7 519;8 315;9 543;10 311;11 537;13 056;14 057;15 443;19 265;28,3;2,3;3,7;;;;;;;;
0509;Município;Sertã;10 472;116 465;106 559;11 122;3 814;5 420;5 978;6 628;8 001;9 398;10 380;11 845;13 044;14 587;20 282;3 773;5 370;5 931;6 552;7 916;9 251;10 152;11 343;12 232;13 536;17 775;32,5;2,5;4,7;;;;;;;;
0510;Município;Vila de Rei;2 286;26 636;24 616;11 652;4 958;6 437;7 104;7 718;8 911;10 035;10 966;12 802;14 080;15 752;20 190;4 950;6 409;7 054;7 649;8 822;9 898;10 599;12 032;13 096;14 375;17 805;28,3;2,2;3,6;;;;;;;;
196;NUTS 3;   Beiras e Serra da Estrela;152 667;1 952 614;1 755 583;12 790;4 514;6 163;6 894;7 627;9 069;10 133;11 474;13 608;15 083;17 053;23 993;4 467;6 104;6 835;7 549;8 950;9 985;10 994;12 705;13 888;15 402;20 495;32,6;2,5;4,6;;;;;;;;
0902;Município;Almeida;4 341;53 881;48 810;12 412;4 394;6 086;6 876;7 687;9 244;10 253;11 611;13 590;15 028;16 944;22 935;4 355;6 039;6 801;7 575;9 038;10 009;11 017;12 659;13 798;15 285;19 622;31,6;2,5;4,5;;;;;;;;
0501;Município;Belmonte;4 364;50 547;46 382;11 583;4 607;6 124;6 839;7 466;8 782;9 846;10 757;12 412;13 616;15 476;20 652;4 603;6 004;6 798;7 399;8 668;9 749;10 412;11 705;12 717;14 218;18 272;29,9;2,4;4,0;;;;;;;;
0903;Município;Celorico da Beira;4 525;52 650;48 141;11 635;4 001;5 716;6 404;7 187;8 714;9 874;10 940;12 632;13 977;15 545;21 133;3 978;5 682;6 325;7 073;8 632;9 829;10 589;11 949;13 118;14 331;18 423;31,5;2,5;4,6;;;;;;;;
0503;Município;Covilhã;35 081;473 854;422 647;13 507;4 963;6 696;7 409;8 130;9 424;10 393;11 737;13 888;15 431;17 609;25 617;4 938;6 641;7 366;8 062;9 327;10 173;11 214;12 914;14 165;15 857;21 611;32,4;2,4;4,4;;;;;;;;
0904;Município;Figueira de Castelo Rodrigo;3 711;40 970;37 575;11 040;3 558;5 293;5 927;6 581;7 780;9 022;10 133;11 665;12 932;14 403;21 110;3 535;5 282;5 853;6 510;7 697;8 883;10 004;11 097;12 129;13 418;18 575;33,4;2,5;5,3;;;;;;;;
0905;Município;Fornos de Algodres;2 847;31 462;28 725;11 051;3 637;5 445;6 144;6 739;8 076;9 561;10 408;11 707;12 895;14 258;19 869;3 629;5 410;6 036;6 679;8 007;9 399;10 171;11 124;12 120;13 232;17 436;31,8;2,4;4,8;;;;;;;;
0504;Município;Fundão;19 522;242 907;219 176;12 443;4 319;5 994;6 800;7 544;9 018;10 136;11 559;13 680;14 954;16 581;22 771;4 280;5 940;6 752;7 461;8 906;9 968;11 019;12 715;13 756;15 055;19 629;32,0;2,5;4,6;;;;;;;;
0906;Município;Gouveia;8 522;98 702;90 032;11 582;4 311;5 800;6 388;7 030;8 344;9 695;10 570;12 128;13 294;14 961;20 668;4 302;5 765;6 388;6 974;8 244;9 532;10 339;11 549;12 435;13 697;18 167;31,8;2,4;4,2;;;;;;;;
0907;Município;Guarda;29 089;438 938;386 001;15 089;5 056;7 024;7 933;8 781;10 114;11 580;13 758;16 723;18 593;21 035;28 968;5 025;6 937;7 826;8 675;9 969;11 109;12 866;15 169;16 584;18 426;23 958;33,0;2,7;4,8;;;;;;;;
0908;Município;Manteigas;2 223;25 432;23 378;11 440;4 888;5 992;6 588;7 016;8 392;9 697;10 470;11 917;12 949;14 384;19 777;4 886;5 906;6 562;7 007;8 308;9 630;10 278;11 320;12 155;13 564;17 465;30,3;2,3;3,6;;;;;;;;
0909;Município;Mêda;3 191;34 451;31 540;10 796;3 394;5 181;5 698;6 412;7 754;9 194;10 227;11 709;12 791;14 254;19 430;3 341;5 151;5 630;6 317;7 690;9 086;10 000;11 096;12 045;13 282;17 165;32,9;2,6;5,1;;;;;;;;
0910;Município;Pinhel;6 166;67 812;61 933;10 998;3 667;5 337;5 860;6 388;7 883;9 278;10 363;11 984;13 150;14 760;19 953;3 573;5 284;5 835;6 335;7 793;9 122;10 086;11 379;12 309;13 543;17 530;32,5;2,6;4,9;;;;;;;;
0911;Município;Sabugal;7 247;83 959;76 667;11 585;3 628;5 652;6 379;7 028;8 540;9 865;10 952;12 781;14 028;15 598;21 003;3 566;5 602;6 298;6 970;8 460;9 756;10 546;12 023;13 107;14 260;18 405;32,5;2,5;5,2;;;;;;;;
0912;Município;Seia;16 017;190 824;174 274;11 914;4 720;6 071;6 665;7 318;8 636;9 816;10 883;12 537;13 869;15 482;21 855;4 707;6 029;6 632;7 269;8 564;9 733;10 520;11 827;12 925;14 200;18 947;31,1;2,4;4,0;;;;;;;;
0913;Município;Trancoso;5 821;66 226;60 300;11 377;3 900;5 456;6 004;6 658;8 111;9 496;10 336;12 142;13 252;14 804;21 110;3 847;5 369;5 974;6 553;8 020;9 356;10 108;11 446;12 526;13 616;18 537;33,1;2,5;4,8;;;;;;;;
1D;NUTS 2;Oeste e Vale do Tejo;609 766;8 408 326;7 480 605;13 789;4 801;6 626;7 469;8 274;9 677;10 836;12 547;14 899;16 514;18 591;25 714;4 766;6 563;7 397;8 167;9 551;10 465;11 848;13 762;15 013;16 593;21 711;32,5;2,5;4,6;;;;;;;;
1D1;NUTS 3;Oeste;275 803;3 819 270;3 386 690;13 848;4 615;6 475;7 353;8 181;9 630;10 766;12 479;14 862;16 518;18 630;26 062;4 560;6 404;7 265;8 068;9 501;10 410;11 783;13 738;15 002;16 619;21 937;33,3;2,6;4,8;;;;;;;;
1001;Município;Alcobaça;41 347;546 869;492 240;13 226;5 035;6 848;7 675;8 415;9 696;10 713;12 243;14 250;15 554;17 382;23 628;4 998;6 789;7 597;8 335;9 588;10 374;11 576;13 220;14 261;15 659;20 316;30,5;2,3;4,1;;;;;;;;
1101;Município;Alenquer;33 599;473 060;420 963;14 080;4 917;6 943;7 908;8 700;9 966;11 401;13 223;15 551;17 136;19 020;25 706;4 892;6 865;7 771;8 569;9 870;10 917;12 449;14 276;15 460;16 926;21 681;31,5;2,5;4,4;;;;;;;;
1102;Município;Arruda dos Vinhos;10 593;180 723;155 220;17 061;5 486;7 573;8 503;9 336;10 826;12 732;15 254;18 716;20 971;23 485;33 376;5 407;7 440;8 421;9 188;10 448;12 032;14 061;16 738;18 287;20 275;27 010;34,5;2,7;5,0;;;;;;;;
1005;Município;Bombarral;9 414;122 089;108 951;12 969;4 023;5 966;6 727;7 520;9 026;10 220;11 774;13 860;15 408;17 468;24 405;3 993;5 904;6 667;7 441;8 897;10 015;11 166;12 947;14 166;15 749;20 722;33,8;2,7;5,2;;;;;;;;
1104;Município;Cadaval;9 791;124 513;112 083;12 717;4 379;6 163;6 960;7 714;9 151;10 284;11 901;14 084;15 399;17 130;23 002;4 322;6 094;6 889;7 625;9 040;10 071;11 329;13 126;14 165;15 359;19 816;32,0;2,5;4,6;;;;;;;;
1006;Município;Caldas da Rainha;38 953;551 588;486 267;14 160;4 394;6 337;7 200;8 062;9 548;10 729;12 536;15 058;16 792;19 106;27 384;4 334;6 263;7 111;7 950;9 419;10 380;11 848;13 884;15 242;17 001;22 886;34,8;2,7;5,3;;;;;;;;
1108;Município;Lourinhã;19 857;265 021;235 319;13 346;4 026;5 952;6 758;7 546;9 085;10 328;11 897;14 342;16 037;18 109;25 320;3 993;5 889;6 654;7 458;8 964;10 104;11 347;13 302;14 694;16 227;21 420;34,7;2,8;5,4;;;;;;;;
1011;Município;Nazaré;11 526;145 739;130 783;12 644;4 036;6 033;6 833;7 646;9 107;10 236;11 678;13 650;15 059;16 764;23 189;4 014;5 968;6 761;7 544;8 965;10 031;11 130;12 723;13 758;15 181;19 936;32,8;2,5;5,0;;;;;;;;
1012;Município;Óbidos;9 071;124 370;110 399;13 711;4 266;6 221;7 089;7 940;9 420;10 554;12 326;14 507;16 267;18 646;25 989;4 230;6 166;6 971;7 814;9 290;10 270;11 628;13 458;14 794;16 743;21 987;34,3;2,7;5,2;;;;;;;;
1014;Município;Peniche;20 099;263 705;236 170;13 120;4 442;6 280;7 106;7 859;9 298;10 351;11 834;14 126;15 731;17 668;24 708;4 383;6 225;7 028;7 745;9 133;10 118;11 274;13 110;14 360;15 908;21 110;32,8;2,6;4,8;;;;;;;;
1112;Município;Sobral de Monte Agraço;7 892;113 163;99 885;14 339;4 800;6 669;7 656;8 487;9 867;11 082;13 018;15 789;17 220;19 426;28 053;4 761;6 629;7 556;8 392;9 778;10 710;12 279;14 344;15 668;17 223;23 040;33,2;2,6;4,8;;;;;;;;
1113;Município;Torres Vedras;63 661;908 429;798 409;14 270;4 644;6 443;7 320;8 179;9 658;10 763;12 542;15 125;17 001;19 279;27 423;4 595;6 383;7 236;8 053;9 541;10 405;11 834;13 965;15 380;17 113;22 797;34,2;2,7;5,0;;;;;;;;
