Índice;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Código territorial;Nível territorial;Designação;Sujeitos Passivos;Rendimento bruto declarado;Rendimento bruto deduzido do IRS liquidado ;Rendimento bruto declarado médio por sujeito passivo;Percentis do rendimento bruto declarado;;;;;;;;;;;Percentis do rendimento bruto declarado por sujeito passivo (NUTS III=100);;;;;Percentis do rendimento bruto declarado deduzido do IRS liquidado;;;;;;;;;;;Coeficiente de Gini do rendimento bruto declarado deduzido do IRS liquidado;;Desigualdade na distribuição do rendimento bruto declarado deduzido do IRS liquidado;;Taxa de crescimento anual médio do rendimento bruto declarado deduzido do IRS liquidado por sujeito passivo (2021 - 2023);Taxa de variação anual dos percentis do rendimento bruto declarado deduzido do IRS liquidado (2022);;;Taxa de variação anual dos percentis do rendimento bruto declarado deduzido do IRS liquidado (2023);;;;;;;;;;
;;;;;;;10;20;25;30;40;50;60;70;75;80;90;10;25;50;75;90;10;20;25;30;40;50;60;70;75;80;90;2021;2023;P80/P20;P90/P10;;25;50;75;25;50;75;;;;;;;;
;;;Nº;Milhares €;;€;;;;;;;;;;;;%;;;;;€;€;€;€;€;€;€;€;€;€;€;%;;Nº;Nº;%;;;;;;;;;;;;;;
1002;Município;Alvaiázere;4 433;52 950;48 688;11 945;4 605;6 264;6 836;7 548;8 870;10 163;11 227;13 010;14 020;15 612;21 240;87;83;84;78;79;4 566;6 216;6 784;7 480;8 784;10 036;10 997;12 317;13 182;14 263;18 772;31,2;30,2;2,3;4,1;6,4;6,6;6,6;5,2;5,4;6,2;6,3;;;;;;;;
1003;Município;Ansião;8 588;109 462;99 916;12 746;4 952;6 535;7 208;8 045;9 416;10 718;12 127;13 999;15 273;16 975;22 272;94;88;89;85;82;4 933;6 497;7 162;7 920;9 297;10 621;11 656;13 264;14 141;15 516;19 489;30,8;30,3;2,4;4,0;7,0;7,4;6,4;5,2;5,8;7,7;6,1;;;;;;;;
1004;Município;Batalha;12 254;179 452;160 668;14 644;5 301;7 307;8 244;9 050;10 596;12 004;13 772;16 192;17 713;19 677;25 959;100;100;100;98;96;5 255;7 241;8 159;8 904;10 445;11 612;12 963;14 893;16 176;17 524;22 076;30,2;31,0;2,4;4,2;5,7;6,8;4,7;5,6;3,4;6,7;5,9;;;;;;;;
1007;Município;Castanheira de Pêra;2 065;24 185;22 415;11 712;5 098;6 438;6 938;7 559;8 735;9 869;10 846;12 370;13 317;14 837;20 180;97;84;82;74;75;5 089;6 381;6 925;7 478;8 677;9 763;10 720;11 882;12 663;13 724;18 170;   30;29,2;2,2;3,6;5,8;   7;   6;   6;6,3;5,4;6,2;;;;;;;;
1008;Município;Figueiró dos Vinhos;3 881;47 946;43 809;12 354;4 778;6 286;6 867;7 662;9 120;10 577;11 603;13 566;14 748;16 652;22 573;90;83;88;82;83;4 669;6 209;6 838;7 641;9 072;10 396;11 274;12 800;13 691;15 122;19 632;31,9;30,5;2,4;4,2;7,2;6,7;6,9;6,6;6,0;7,5;6,4;;;;;;;;
1009;Município;Leiria;101 718;1 640 052;1 434 669;16 124;5 440;7 679;8 645;9 536;11 033;12 726;14 678;17 510;19 359;21 655;29 804;103;105;106;108;110;5 400;7 588;8 530;9 352;10 814;12 113;13 735;15 884;17 290;19 018;24 708;32,5;32,5;2,5;4,6;5,1;5,5;4,2;5,7;4,8;6,1;4,9;;;;;;;;
1010;Município;Marinha Grande;32 444;491 155;436 675;15 139;5 440;7 827;8 721;9 536;10 952;12 556;14 414;16 895;18 535;20 396;26 721;103;106;104;103;99;5 404;7 733;8 591;9 390;10 754;11 967;13 479;15 442;16 643;18 009;22 619;29,9;30,3;2,3;4,2;4,6;3,6;4,0;5,2;4,0;5,2;4,2;;;;;;;;
1013;Município;Pedrógão Grande;2 600;31 107;28 460;11 964;4 403;6 065;6 690;7 448;8 899;10 156;11 236;12 890;14 134;16 014;22 288;83;81;84;79;82;4 377;6 051;6 653;7 321;8 794;9 970;10 914;12 119;13 193;14 487;19 586;32,3;31,3;2,4;4,5;6,3;6,0;5,0;4,8;7,3;7,7;7,4;;;;;;;;
1015;Município;Pombal;38 620;522 330;472 617;13 525;4 889;6 877;7 690;8 549;10 100;11 394;13 006;15 119;16 411;18 169;23 933;93;93;95;91;88;4 839;6 775;7 593;8 414;9 923;11 105;12 360;14 058;15 068;16 410;20 678;30,9;30,5;2,4;4,3;6,8;5,9;6,2;6,0;6,9;7,5;5,2;;;;;;;;
1016;Município;Porto de Mós;17 835;249 987;225 741;14 017;5 392;7 346;8 173;8 929;10 427;11 606;13 278;15 435;16 879;18 769;24 671;102;99;96;94;91;5 357;7 277;8 116;8 832;10 259;11 284;12 627;14 380;15 544;16 833;21 292;30,1;29,8;2,3;4,0;6,5;7,1;6,3;5,7;5,6;6,7;7,1;;;;;;;;
194;NUTS 3;   Viseu Dão Lafões;184 909;2 587 238;2 314 064;13 992;4 700;6 487;7 284;8 159;9 814;11 163;12 752;14 958;16 583;18 711;26 542;100;100;100;100;100;4 657;6 422;7 205;8 062;9 655;10 929;12 154;13 971;15 203;16 797;22 526;34,2;33,3;2,6;4,8;7,3;6,6;7,1;5,0;6,1;7,5;5,6;;;;;;;;
0901;Município;Aguiar da Beira;3 533;40 709;37 604;11 523;4 168;5 905;6 606;7 440;8 779;10 020;10 962;12 372;13 469;14 982;19 783;89;91;90;81;75;4 038;5 870;6 572;7 339;8 629;9 921;10 807;11 830;12 669;13 827;17 557;32,2;30,8;2,4;4,3;7,4;8,5;8,4;5,1;10,2;6,4;6,4;;;;;;;;
1802;Município;Carregal do Sal;6 431;81 704;74 609;12 705;4 695;6 398;7 170;8 080;9 588;10 848;12 097;13 889;15 031;16 893;22 897;100;98;97;91;86;4 626;6 327;7 083;8 026;9 425;10 718;11 643;13 138;14 099;15 513;19 739;31,2;30,3;2,5;4,3;6,9;6,8;5,7;6,4;4,3;8,1;6,3;;;;;;;;
1803;Município;Castro Daire;9 356;101 806;94 342;10 881;3 591;5 578;6 039;6 545;7 810;9 165;10 558;11 847;12 927;14 382;19 632;76;83;82;78;74;3 562;5 542;6 008;6 507;7 733;9 057;10 390;11 444;12 226;13 482;17 484;33,2;32,2;2,4;4,9;7,3;9,5;7,8;5,3;7,0;6,9;6,9;;;;;;;;
1806;Município;Mangualde;13 595;180 783;163 566;13 298;4 740;6 576;7 420;8 260;9 867;11 106;12 535;14 441;15 918;17 587;24 031;101;102;99;96;91;4 685;6 506;7 302;8 178;9 709;10 879;11 964;13 593;14 641;15 986;20 676;32,5;31,1;2,5;4,4;7,0;4,8;5,9;3,6;8,2;8,0;6,0;;;;;;;;
1809;Município;Nelas;9 763;129 996;117 749;13 315;4 915;6 643;7 361;8 225;9 803;11 102;12 559;14 462;15 805;17 708;23 925;105;101;99;95;90;4 878;6 576;7 281;8 120;9 640;10 895;11 992;13 606;14 637;16 051;20 805;31,9;30,9;2,4;4,3;7,4;6,7;7,1;5,1;6,7;7,7;4,8;;;;;;;;
1810;Município;Oliveira de Frades;7 292;93 630;85 593;12 840;5 136;6 736;7 443;8 292;9 799;10 938;12 260;14 195;15 393;17 046;22 207;109;102;98;93;84;5 112;6 648;7 369;8 183;9 639;10 771;11 823;13 283;14 349;15 466;19 368;30,4;29,3;2,3;3,8;7,0;7,1;6,1;5,0;7,5;7,8;8,5;;;;;;;;
1811;Município;Penalva do Castelo;5 111;58 972;54 344;11 538;3 805;5 564;6 154;6 873;8 395;9 992;11 202;12 919;13 935;15 494;20 482;81;84;90;84;77;3 744;5 554;6 119;6 789;8 281;9 853;10 968;12 291;13 256;14 303;18 052;32,6;32,1;2,6;4,8;6,6;6,5;6,7;4,2;6,5;6,5;8,4;;;;;;;;
1814;Município;Santa Comba Dão;7 931;102 528;93 152;12 928;4 758;6 340;7 076;7 795;9 302;10 711;12 153;14 172;15 405;17 218;23 436;101;97;96;93;88;4 740;6 279;6 981;7 727;9 177;10 640;11 737;13 380;14 259;15 611;20 260;31,5;31,4;2,5;4,3;6,6;5,5;6,0;4,5;5,0;7,2;6,4;;;;;;;;
1816;Município;São Pedro do Sul;10 904;134 502;122 557;12 335;4 142;5 984;6 632;7 429;8 920;10 399;11 582;13 264;14 377;16 081;22 262;88;91;93;87;84;4 094;5 930;6 576;7 328;8 841;10 216;11 227;12 576;13 449;14 715;19 366;33,8;32,6;2,5;4,7;6,7;10,5;7,1;5,6;4,8;6,2;6,1;;;;;;;;
1817;Município;Sátão;8 012;96 317;87 793;12 022;3 804;5 648;6 309;6 977;8 469;10 118;11 285;13 142;14 225;15 901;22 190;81;87;91;86;84;3 751;5 600;6 209;6 913;8 338;9 896;11 036;12 431;13 438;14 689;19 223;34,3;33,5;2,6;5,1;6,2;7,1;5,1;6,5;6,1;7,4;5,4;;;;;;;;
1821;Município;Tondela;18 853;249 810;227 028;13 250;4 873;6 557;7 339;8 174;9 737;11 174;12 637;14 612;15 860;17 514;23 558;104;101;100;96;89;4 829;6 504;7 280;8 077;9 569;10 932;12 079;13 671;14 640;15 968;20 490;31,9;31,1;2,5;4,2;7,4;6,3;7,5;5,3;6,1;7,2;5,5;;;;;;;;
1822;Município;Vila Nova de Paiva;3 070;36 265;33 083;11 813;3 750;5 587;6 217;6 965;8 574;10 175;11 440;13 188;14 297;15 898;22 119;80;85;91;86;83;3 740;5 570;6 169;6 836;8 466;9 980;11 101;12 353;13 383;14 690;19 283;34,5;32,9;2,6;5,2;6,9;10,2;5,8;5,3;8,6;8,1;8,0;;;;;;;;
1823;Município;Viseu;74 291;1 195 353;1 045 072;16 090;5 038;7 038;8 020;9 007;10 706;12 293;14 300;17 320;19 508;22 284;32 010;107;110;110;118;121;5 014;6 969;7 927;8 880;10 637;11 799;13 466;15 785;17 433;19 512;26 187;35,2;34,5;2,8;5,2;5,9;6,1;4,8;5,1;5,4;7,1;4,5;;;;;;;;
1824;Município;Vouzela;6 767;84 862;77 572;12 541;4 979;6 490;7 196;7 912;9 332;10 720;11 890;13 437;14 548;16 164;22 024;106;99;96;88;83;4 976;6 455;7 146;7 804;9 222;10 640;11 496;12 772;13 634;14 937;19 169;32,1;30,0;2,3;3,9;7,0;10,4;6,4;6,4;5,8;7,7;6,7;;;;;;;;
195;NUTS 3;   Beira Baixa;74 358;1 033 577;928 718;13 900;5 014;6 751;7 576;8 435;10 002;11 259;12 826;15 017;16 583;18 680;25 776;100;100;100;100;100;4 992;6 688;7 484;8 328;9 836;10 986;12 206;13 956;15 182;16 761;21 983;32,6;31,9;2,5;4,4;7,1;6,7;6,8;5,1;5,8;7,5;5,6;;;;;;;;
0502;Município;Castelo Branco;40 984;627 147;556 393;15 302;5 320;7 404;8 382;9 220;10 740;12 190;14 013;16 576;18 442;20 793;28 961;106;111;108;111;112;5 308;7 327;8 261;9 115;10 640;11 707;13 155;15 189;16 623;18 401;24 209;32,6;32,0;2,5;4,6;5,8;6,2;4,4;5,5;5,5;7,2;5,2;;;;;;;;
0505;Município;Idanha-a-Nova;6 020;71 776;65 952;11 923;4 720;6 204;6 935;7 669;9 105;10 554;11 581;13 129;14 245;15 526;20 465;94;92;94;86;79;4 648;6 166;6 860;7 576;8 971;10 394;11 151;12 407;13 226;14 328;18 140;30,9;29,6;2,3;3,9;6,2;4,3;5,8;5,1;5,9;6,6;5,4;;;;;;;;
0506;Município;Oleiros;3 548;42 985;39 342;12 115;4 988;6 309;6 831;7 377;8 642;10 006;11 290;12 735;13 945;15 611;22 029;99;90;89;84;85;4 931;6 250;6 801;7 332;8 503;9 801;11 003;12 043;13 040;14 369;19 269;31,6;31,0;2,3;3,9;6,9;7,2;6,8;8,3;6,5;7,0;6,2;;;;;;;;
0507;Município;Penamacor;3 123;37 041;34 037;11 861;4 816;6 314;6 908;7 608;8 932;10 333;11 496;12 870;13 940;15 184;19 989;96;91;92;84;78;4 755;6 269;6 809;7 478;8 777;10 168;11 132;12 230;13 074;14 072;17 798;30,1;29,5;2,2;3,7;5,7;7,2;6,2;5,8;5,4;5,1;6,2;;;;;;;;
0508;Município;Proença-a-Nova;5 150;65 513;59 620;12 721;4 771;6 411;7 078;7 811;9 112;10 623;11 781;13 773;15 185;17 022;23 667;95;93;94;92;92;4 702;6 329;6 997;7 734;9 014;10 375;11 403;13 015;14 120;15 574;20 413;33,1;31,4;2,5;4,3;6,6;8,6;6,8;6,1;8,7;6,5;5,8;;;;;;;;
0511;Município;Vila Velha de Ródão;2 539;34 098;30 902;13 430;5 440;7 097;7 921;8 884;10 174;11 345;13 094;15 067;16 500;18 262;23 144;109;105;101;99;90;5 440;7 068;7 882;8 800;10 011;11 051;12 349;13 869;15 048;16 268;19 943;28,9;28,3;2,3;3,7;6,7;7,4;6,1;4,5;4,8;7,2;7,1;;;;;;;;
0509;Município;Sertã;10 647;125 743;115 454;11 810;4 253;5 809;6 456;7 098;8 585;10 180;11 281;12 880;14 110;15 823;21 257;85;85;90;85;82;4 194;5 795;6 388;7 001;8 459;10 007;11 036;12 265;13 238;14 593;18 586;32,3;31,7;2,5;4,4;7,2;5,2;6,1;5,4;7,7;8,2;8,2;;;;;;;;
0510;Município;Vila de Rei;2 347;29 273;27 018;12 472;5 337;6 832;7 484;8 287;9 474;10 760;11 904;13 867;15 211;16 849;21 664;106;99;96;92;84;5 237;6 755;7 472;8 177;9 370;10 640;11 527;13 143;14 185;15 433;18 822;28,8;28,2;2,3;3,6;6,7;5,2;5,9;3,7;5,9;7,5;8,3;;;;;;;;
196;NUTS 3;   Beiras e Serra da Estrela;155 648;2 107 378;1 898 677;13 539;4 851;6 576;7 318;8 126;9 624;10 891;12 331;14 486;15 993;18 085;25 243;100;100;100;100;100;4 806;6 539;7 255;8 051;9 479;10 740;11 828;13 569;14 719;16 334;21 600;33,3;32,2;2,5;4,5;6,9;7,4;6,3;5,7;6,1;7,6;6,0;;;;;;;;
0902;Município;Almeida;4 379;57 313;52 173;13 088;4 807;6 661;7 491;8 352;9 880;10 970;12 320;14 440;15 750;17 684;23 801;99;102;101;98;94;4 795;6 576;7 364;8 225;9 677;10 709;11 757;13 453;14 555;15 903;20 507;31,8;30,7;2,4;4,3;6,6;6,5;6,3;6,4;8,3;7,0;5,5;;;;;;;;
0501;Município;Belmonte;4 469;54 937;50 524;12 293;4 964;6 419;7 097;7 890;9 387;10 640;11 678;13 293;14 641;16 703;21 550;102;97;98;92;85;4 924;6 336;7 054;7 817;9 236;10 566;11 346;12 648;13 699;15 198;19 114;30,6;29,5;2,4;3,9;6,9;8,0;5,4;4,5;3,8;8,4;7,7;;;;;;;;
0903;Município;Celorico da Beira;4 600;57 187;52 225;12 432;4 365;6 000;6 777;7 676;9 233;10 576;11 769;13 412;14 777;16 647;21 938;90;93;97;92;87;4 333;5 948;6 703;7 595;9 094;10 463;11 400;12 739;13 895;15 177;19 337;32,4;31,5;2,6;4,5;6,0;8,0;5,6;5,0;6,0;6,4;5,9;;;;;;;;
0503;Município;Covilhã;36 124;514 635;460 054;14 246;5 326;7 055;7 830;8 576;9 977;11 143;12 626;14 708;16 258;18 553;26 754;110;107;102;102;106;5 320;7 021;7 772;8 514;9 845;10 957;12 046;13 775;14 897;16 651;22 573;32,7;32,0;2,4;4,2;7,9;7,2;8,0;5,8;5,5;7,7;5,2;;;;;;;;
0904;Município;Figueira de Castelo Rodrigo;3 740;44 138;40 493;11 802;3 896;5 809;6 441;6 977;8 384;9 695;10 947;12 618;13 912;15 685;22 274;80;88;89;87;88;3 872;5 795;6 407;6 945;8 226;9 506;10 716;11 993;13 083;14 460;19 543;34,0;32,9;2,5;5,0;6,7;6,5;6,5;5,8;9,5;7,0;7,9;;;;;;;;
0905;Município;Fornos de Algodres;2 908;34 220;31 371;11 768;3 987;5 797;6 387;7 127;8 618;9 976;11 035;12 474;13 615;15 336;21 331;82;87;92;85;85;3 953;5 780;6 335;7 060;8 566;9 838;10 836;11 899;12 808;14 271;18 656;32,6;32,2;2,5;4,7;6,4;9,8;8,2;5,8;4,9;4,7;5,7;;;;;;;;
0504;Município;Fundão;20 058;264 910;239 235;13 207;4 583;6 404;7 199;8 028;9 598;10 868;12 290;14 482;15 954;17 780;24 230;94;98;100;100;96;4 561;6 348;7 133;7 947;9 438;10 715;11 765;13 536;14 624;16 023;20 731;32,4;31,7;2,5;4,5;7,0;8,2;6,5;7,3;5,6;7,5;6,3;;;;;;;;
0906;Município;Gouveia;8 701;106 178;97 072;12 203;4 560;6 196;6 793;7 485;8 845;10 221;11 371;12 927;14 143;15 691;21 779;94;93;94;88;86;4 515;6 142;6 746;7 380;8 742;10 105;11 097;12 342;13 327;14 510;19 031;32,4;31,5;2,4;4,2;6,2;6,0;6,4;4,8;5,6;6,0;7,2;;;;;;;;
0907;Município;Guarda;29 623;472 954;416 614;15 966;5 440;7 431;8 443;9 339;10 877;12 548;14 672;17 738;19 752;22 186;30 349;112;115;115;124;120;5 411;7 361;8 347;9 208;10 730;12 011;13 709;16 103;17 615;19 461;25 175;33,9;32,6;2,6;4,7;6,3;7,4;4,5;5,2;6,7;8,1;6,2;;;;;;;;
0908;Município;Manteigas;2 235;27 279;25 069;12 205;5 070;6 345;6 865;7 374;8 639;9 982;11 302;12 867;14 056;15 355;21 309;105;94;92;88;84;5 054;6 309;6 852;7 362;8 632;9 880;11 091;12 243;13 204;14 430;19 141;30,8;30,7;2,3;3,8;6,5;9,5;10,6;6,6;4,4;2,6;8,6;;;;;;;;
0909;Município;Mêda;3 230;36 936;33 818;11 435;3 570;5 445;5 915;6 667;8 142;9 708;10 945;12 492;13 715;15 295;20 576;74;81;89;86;82;3 512;5 412;5 852;6 610;8 069;9 565;10 730;11 825;12 841;14 167;18 187;34,0;33,2;2,6;5,2;6,8;7,4;8,4;6,2;3,9;5,3;6,6;;;;;;;;
0910;Município;Pinhel;6 240;73 086;66 940;11 713;3 815;5 745;6 334;6 978;8 552;9 944;11 233;13 046;14 295;15 891;21 550;79;87;91;89;85;3 778;5 707;6 281;6 882;8 367;9 780;10 933;12 273;13 277;14 580;18 686;33,1;32,1;2,6;4,9;7,0;7,4;6,8;5,8;7,6;7,2;7,9;;;;;;;;
0911;Município;Sabugal;7 271;90 385;82 574;12 431;4 117;6 200;6 977;7 791;9 319;10 640;11 779;13 725;14 983;16 743;22 397;85;95;98;94;89;3 977;6 099;6 866;7 692;9 161;10 531;11 433;12 823;13 957;15 246;19 413;33,4;31,7;2,5;4,9;7,3;8,6;6,6;5,8;9,0;7,9;6,5;;;;;;;;
0912;Município;Seia;16 132;201 163;184 627;12 470;4 904;6 399;7 018;7 726;9 062;10 469;11 604;13 303;14 537;16 234;22 750;101;96;96;91;90;4 877;6 378;6 977;7 666;8 996;10 359;11 325;12 644;13 613;14 972;19 873;31,8;30,8;2,3;4,1;6,1;7,3;5,8;5,6;5,2;6,4;5,3;;;;;;;;
0913;Município;Trancoso;5 938;72 058;65 891;12 135;4 025;5 866;6 490;7 165;8 707;10 257;11 354;13 116;14 220;15 891;22 381;83;89;94;89;89;3 933;5 820;6 439;7 087;8 574;10 053;11 048;12 461;13 447;14 601;19 519;34,2;33,0;2,5;5,0;6,6;9,1;5,7;5,9;7,8;7,5;7,4;;;;;;;;
1D;NUTS 2;Oeste e Vale do Tejo;630 366;9 161 148;8 164 920;14 533;5 000;6 957;7 843;8 694;10 244;11 548;13 321;15 765;17 449;19 622;27 010;;;;;;4 958;6 884;7 760;8 592;10 080;11 221;12 621;14 560;15 874;17 506;22 831;32,8;32,5;2,5;4,6;6,5;6,4;5,8;5,6;4,9;7,2;5,7;;;;;;;;
1D1;NUTS 3;Oeste;285 829;4 177 674;3 710 843;14 616;4 793;6 804;7 729;8 598;10 200;11 480;13 270;15 756;17 479;19 720;27 411;100;100;100;100;100;4 734;6 748;7 629;8 497;10 034;11 166;12 576;14 550;15 895;17 576;23 072;33,5;33,3;2,6;4,9;6,7;6,4;6,1;5,8;5,0;7,3;6,0;;;;;;;;
1001;Município;Alcobaça;42 791;595 691;537 272;13 921;5 200;7 116;7 992;8 760;10 197;11 360;12 946;15 045;16 450;18 381;24 900;108;103;99;94;91;5 146;7 059;7 906;8 652;10 053;11 096;12 312;14 000;15 130;16 573;21 386;30,9;30,8;2,3;4,2;6,6;8,0;6,3;5,9;4,1;7,0;6,1;;;;;;;;
1101;Município;Alenquer;34 765;522 484;464 920;15 029;5 210;7 391;8 386;9 240;10 739;12 235;14 099;16 658;18 299;20 462;27 474;109;109;107;105;100;5 182;7 310;8 281;9 120;10 640;11 743;13 295;15 267;16 528;18 117;23 152;31,5;31,3;2,5;4,5;6,1;5,7;4,6;5,2;6,6;7,6;6,9;;;;;;;;
1102;Município;Arruda dos Vinhos;10 978;199 268;170 829;18 152;5 593;7 921;8 963;9 880;11 523;13 524;16 131;19 971;22 246;24 889;35 220;117;116;118;127;128;5 548;7 808;8 848;9 702;11 198;12 816;14 855;17 727;19 408;21 428;28 277;34,4;34,8;2,7;5,1;6,5;6,5;6,5;5,1;5,1;6,5;6,1;;;;;;;;
1005;Município;Bombarral;9 776;134 108;119 934;13 718;4 327;6 302;7 072;7 803;9 559;10 913;12 693;14 859;16 508;18 597;25 553;90;92;95;94;93;4 270;6 230;6 987;7 749;9 386;10 740;12 060;13 877;15 175;16 740;21 776;33,7;33,5;2,7;5,1;6,8;6,6;6,4;6,0;4,8;7,2;7,1;;;;;;;;
1104;Município;Cadaval;10 099;136 469;122 814;13 513;4 684;6 549;7 308;8 192;9 722;11 009;12 726;14 959;16 505;18 479;24 165;98;95;96;94;88;4 656;6 490;7 239;8 082;9 558;10 829;12 102;13 930;15 060;16 513;20 902;32,9;31,8;2,5;4,5;7,2;9,8;7,0;6,1;5,1;7,5;6,3;;;;;;;;
1006;Município;Caldas da Rainha;40 321;597 832;528 792;14 827;4 489;6 649;7 545;8 444;10 076;11 395;13 276;15 874;17 719;20 046;28 467;94;98;99;101;104;4 408;6 577;7 451;8 343;9 914;11 104;12 595;14 648;16 068;17 869;23 836;35,2;34,7;2,7;5,4;6,7;6,4;6,4;4,5;4,8;7,0;5,4;;;;;;;;
1108;Município;Lourinhã;20 514;288 446;256 622;14 061;4 373;6 342;7 226;8 057;9 651;10 970;12 735;15 215;16 957;19 106;26 603;91;93;96;97;97;4 325;6 271;7 126;7 954;9 468;10 776;12 105;14 171;15 498;17 155;22 568;34,6;34,2;2,7;5,2;7,0;5,9;7,3;6,1;7,1;6,7;5,5;;;;;;;;
1011;Município;Nazaré;11 832;158 104;141 925;13 362;4 395;6 506;7 274;8 106;9 605;10 901;12 420;14 358;15 894;17 605;24 463;92;94;95;91;89;4 306;6 411;7 176;7 980;9 438;10 702;11 876;13 457;14 586;15 949;20 985;33,0;32,4;2,5;4,9;6,6;6,4;6,5;6,1;6,1;6,7;6,0;;;;;;;;
1012;Município;Óbidos;9 389;138 193;122 268;14 719;4 634;6 733;7 615;8 474;10 048;11 322;13 056;15 470;17 288;19 832;27 903;97;99;99;99;102;4 564;6 642;7 506;8 341;9 885;11 022;12 374;14 331;15 749;17 684;23 542;34,9;34,3;2,7;5,2;7,6;7,1;7,8;6,4;7,7;7,3;6,5;;;;;;;;
1014;Município;Peniche;20 649;285 524;256 149;13 828;4 560;6 576;7 451;8 296;9 872;11 077;12 698;14 985;16 546;18 712;25 993;95;96;96;95;95;4 512;6 535;7 372;8 222;9 740;10 856;12 092;13 954;15 183;16 784;22 131;32,9;32,7;2,6;4,9;7,3;5,6;7,4;5,7;4,9;7,3;5,7;;;;;;;;
1112;Município;Sobral de Monte Agraço;8 208;123 620;109 180;15 061;4 791;6 806;7 828;8 852;10 455;11 774;13 770;16 498;18 334;20 563;29 102;100;101;103;105;106;4 686;6 784;7 744;8 769;10 290;11 411;12 980;15 133;16 489;18 161;24 174;33,0;33,5;2,7;5,2;5,5;4,4;4,4;5,2;2,5;6,6;5,2;;;;;;;;
1113;Município;Torres Vedras;66 507;997 934;880 137;15 005;4 777;6 740;7 667;8 575;10 234;11 465;13 330;15 957;17 856;20 364;28 481;100;99;100;102;104;4 725;6 666;7 574;8 456;10 051;11 151;12 623;14 728;16 204;17 999;23 818;34,2;34,3;2,7;5,0;6,2;5,7;5,3;5,7;4,7;7,2;5,4;;;;;;;;
1D2;NUTS 3;   Médio Tejo;160 615;2 306 678;2 066 398;14 362;5 231;7 121;7 998;8 810;10 329;11 608;13 296;15 663;17 354;19 469;26 568;100;100;100;100;100;5 206;7 055;7 916;8 707;10 160;11 267;12 596;14 464;15 772;17 383;22 532;31,9;31,3;2,5;4,3;6,6;6,9;5,8;5,4;5,4;7,4;5,7;;;;;;;;
1401;Município;Abrantes;25 923;368 046;329 709;14 198;5 329;7 064;7 861;8 607;10 029;11 405;13 125;15 312;16 923;19 002;26 532;102;98;98;98;100;5 320;7 004;7 785;8 537;9 880;11 100;12 428;14 181;15 430;16 986;22 434;31,7;31,3;2,4;4,2;6,9;6,4;6,2;4,7;5,4;7,6;5,8;;;;;;;;
1402;Município;Alcanena;9 791;126 966;115 969;12 968;5 156;7 027;7 736;8 532;9 790;10 938;12 194;13 894;15 058;16 738;22 695;99;97;94;87;85;5 150;6 962;7 680;8 446;9 692;10 778;11 709;13 074;14 003;15 348;19 712;30,3;29,2;2,2;3,8;7,0;8,5;6,9;5,6;4,7;7,1;5,1;;;;;;;;
1408;Município;Constância;2 931;42 932;38 660;14 648;5 759;7 673;8 535;9 334;10 789;12 096;13 783;16 674;18 331;20 308;27 072;110;107;104;106;102;5 755;7 630;8 443;9 233;10 640;11 627;12 967;15 059;16 415;18 026;22 784;29,6;28,9;2,4;4,0;6,2;5,1;5,4;6,2;5,4;7,0;5,3;;;;;;;;
1410;Município;Entroncamento;15 311;255 501;223 949;16 687;5 374;8 094;9 110;10 067;11 618;13 568;15 894;19 202;21 273;23 817;31 581;103;114;117;123;119;5 322;7 981;8 956;9 877;11 249;12 745;14 594;17 141;18 736;20 535;25 909;31,3;31,9;2,6;4,9;3,4;3,1;2,3;5,0;2,7;4,5;3,8;;;;;;;;
1411;Município;Ferreira do Zêzere;5 799;70 816;65 315;12 212;4 911;6 476;7 140;7 896;9 272;10 622;11 842;13 542;14 625;15 989;20 979;94;89;92;84;79;4 860;6 417;7 075;7 829;9 183;10 462;11 447;12 850;13 718;14 782;18 538;29,9;29,5;2,3;3,8;6,8;7,9;6,6;7,5;5,6;6,9;7,0;;;;;;;;
1413;Município;Mação;4 720;60 408;55 158;12 798;5 313;6 817;7 513;8 287;9 615;10 802;11 976;13 810;15 107;16 915;22 676;102;94;93;87;85;5 293;6 771;7 471;8 212;9 492;10 670;11 532;12 940;14 015;15 255;19 763;30,3;29,1;2,3;3,7;6,8;8,3;5,5;4,9;4,6;8,1;6,1;;;;;;;;
1421;Município;Ourém;34 110;459 973;416 393;13 485;4 833;6 795;7 635;8 546;10 149;11 308;12 773;14 735;16 144;17 912;23 800;92;95;97;93;90;4 786;6 742;7 545;8 418;9 981;11 052;12 185;13 848;14 875;16 198;20 514;31,2;30,7;2,4;4,3;7,3;6,1;7,1;5,4;5,6;7,5;5,8;;;;;;;;
1417;Município;Sardoal;2 744;35 979;32 667;13 112;5 254;6 865;7 627;8 418;9 694;10 642;11 900;13 672;15 403;17 803;24 345;100;95;92;89;92;5 254;6 790;7 567;8 359;9 607;10 622;11 469;12 912;14 188;16 026;20 791;31,4;30,0;2,4;4,0;6,2;4,1;4,5;5,5;9,1;7,9;6,4;;;;;;;;
1418;Município;Tomar;27 513;401 082;356 396;14 578;4 967;6 841;7 723;8 572;10 091;11 471;13 291;15 879;17 713;19 919;27 411;95;97;99;102;103;4 938;6 782;7 653;8 461;9 959;11 181;12 594;14 582;16 057;17 679;23 032;33,8;32,9;2,6;4,7;7,5;7,3;7,2;6,2;6,4;7,8;6,2;;;;;;;;
