year;country;cae_code;cae_description_pt;sector_description_en;foreign_workers_all_q9e;foreign_tco_q13e;total_employment_thousand_lfs;foreign_tco_pct_lfs;lfs_data_flag;gva_million_eur;gva_total_pt_million_eur;gva_share_pct;vab_data_flag;cae_nace_level;source_id;dataset_id;source_name;notes
2015;PT;N;Ativ. Adm. e servicos de apoio;Administrative and support service activities;22250;22003;154.7;14.22;;;;;;section;F010 / F012;D074 / D079;GEP/MTSSS — Quadros de Pessoal (Q9_E, Q13_E) + Eurostat LFS (lfsa_egan2);VAB e LFS indisponivel antes de 2016 para este cruzamento
2015;PT;O;"Adm. Pub. e defesa; seg. social";"Public administration and defence; compulsory social security";111;110;306.8;0.04;;;;;;section;F010 / F012;D074 / D079;GEP/MTSSS — Quadros de Pessoal (Q9_E, Q13_E) + Eurostat LFS (lfsa_egan2);VAB e LFS indisponivel antes de 2016 para este cruzamento
2015;PT;P;Educacao;Education;1863;1772;380.7;0.47;;;;;;section;F010 / F012;D074 / D079;GEP/MTSSS — Quadros de Pessoal (Q9_E, Q13_E) + Eurostat LFS (lfsa_egan2);VAB e LFS indisponivel antes de 2016 para este cruzamento
2015;PT;Q;Ativ. saude humana e apoio social;Human health and social work activities;6493;6048;403.7;1.5;;;;;;section;F010 / F012;D074 / D079;GEP/MTSSS — Quadros de Pessoal (Q9_E, Q13_E) + Eurostat LFS (lfsa_egan2);VAB e LFS indisponivel antes de 2016 para este cruzamento
2015;PT;R;Ativ. artist., espet., desp. e recr.;Arts, entertainment and recreation;1580;1484;67.8;2.19;;;;;;section;F010 / F012;D074 / D079;GEP/MTSSS — Quadros de Pessoal (Q9_E, Q13_E) + Eurostat LFS (lfsa_egan2);VAB e LFS indisponivel antes de 2016 para este cruzamento
2015;PT;S;Outras atividades de servicos;Other service activities;3074;2829;104.0;2.72;;;;;;section;F010 / F012;D074 / D079;GEP/MTSSS — Quadros de Pessoal (Q9_E, Q13_E) + Eurostat LFS (lfsa_egan2);VAB e LFS indisponivel antes de 2016 para este cruzamento
2015;PT;U;Ativ. org. int. e o. inst. extra-territ.;Activities of extraterritorial organisations and bodies;15;13;;;;;;;;section;F010;D074;GEP/MTSSS — Quadros de Pessoal (Q9_E, Q13_E);VAB e LFS indisponivel antes de 2016 para este cruzamento
2016;PT;A;Agr., pr. animal, caca, flor. pesca;Agriculture, forestry and fishing;9445;9277;321.7;2.88;;3582.9;161745.1;2.22;;section;F010 / F012;D074 / D079 / D115;GEP/MTSSS — Quadros de Pessoal (Q9_E, Q13_E) + Eurostat LFS (lfsa_egan2) + Eurostat nama_10_a64 (VAB);
2016;PT;B;Industrias extrativas;Mining and quarrying;221;219;11.8;1.86;;533.4;161745.1;0.33;;section;F010 / F012;D074 / D079 / D115;GEP/MTSSS — Quadros de Pessoal (Q9_E, Q13_E) + Eurostat LFS (lfsa_egan2) + Eurostat nama_10_a64 (VAB);
2016;PT;C;Industrias transformadoras;Manufacturing;12876;12481;772.1;1.62;;22819.6;161745.1;14.11;;section;F010 / F012;D074 / D079 / D115;GEP/MTSSS — Quadros de Pessoal (Q9_E, Q13_E) + Eurostat LFS (lfsa_egan2) + Eurostat nama_10_a64 (VAB);
2016;PT;D;Eletr., gas, ag. quente/fria e ar frio;Electricity, gas, steam and air conditioning supply;65;62;18.7;0.33;;4650.7;161745.1;2.88;;section;F010 / F012;D074 / D079 / D115;GEP/MTSSS — Quadros de Pessoal (Q9_E, Q13_E) + Eurostat LFS (lfsa_egan2) + Eurostat nama_10_a64 (VAB);
2016;PT;E;"Capt., trat. e d. agua; san., resid.";"Water supply; sewerage, waste management and remediation activities";964;952;30.7;3.1;;1720.2;161745.1;1.06;;section;F010 / F012;D074 / D079 / D115;GEP/MTSSS — Quadros de Pessoal (Q9_E, Q13_E) + Eurostat LFS (lfsa_egan2) + Eurostat nama_10_a64 (VAB);
2016;PT;F;Construcao;Construction;10815;10229;290.2;3.52;;6523.8;161745.1;4.03;;section;F010 / F012;D074 / D079 / D115;GEP/MTSSS — Quadros de Pessoal (Q9_E, Q13_E) + Eurostat LFS (lfsa_egan2) + Eurostat nama_10_a64 (VAB);
2016;PT;G;"Com. grosso e ret.; r.v.aut./moto.";"Wholesale and retail trade; repair of motor vehicles and motorcycles";18275;16032;702.8;2.28;;23554.9;161745.1;14.56;;section;F010 / F012;D074 / D079 / D115;GEP/MTSSS — Quadros de Pessoal (Q9_E, Q13_E) + Eurostat LFS (lfsa_egan2) + Eurostat nama_10_a64 (VAB);
2016;PT;H;Transportes e armazenagem;Transportation and storage;5241;4941;191.1;2.59;;7768.9;161745.1;4.8;;section;F010 / F012;D074 / D079 / D115;GEP/MTSSS — Quadros de Pessoal (Q9_E, Q13_E) + Eurostat LFS (lfsa_egan2) + Eurostat nama_10_a64 (VAB);
